movement_group_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	start_predication_id	end_predication_id	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	group_signature	first_finite_verb	last_finite_verb
MG0367	367	1corintios	546	546	10:27	10:27	1corintios-10-27-P03	1corintios-10-27-P03	1	none	"{""none"": 1}"	{}	none	ἐσθίετε	ἐσθίετε
MG0368	368	1corintios	547	548	10:28	10:28	1corintios-10-28-P01	1corintios-10-28-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	εἴπῃ	ἐστιν
MG0369	369	1corintios	549	549	10:28	10:28	1corintios-10-28-P03	1corintios-10-28-P03	1	none	"{""none"": 1}"	{}	none	ἐσθίετε	ἐσθίετε
MG0370	370	1corintios	550	550	10:29	10:29	1corintios-10-29-P01	1corintios-10-29-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	λέγω	λέγω
MG0371	371	1corintios	551	551	10:29	10:29	1corintios-10-29-P02	1corintios-10-29-P02	1	none	"{""none"": 1}"	{}	none	κρίνεται	κρίνεται
MG0372	372	1corintios	552	553	10:30	10:30	1corintios-10-30-P01	1corintios-10-30-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	μετέχω	βλασφημοῦμαι
MG0373	373	1corintios	554	554	10:30	10:30	1corintios-10-30-P03	1corintios-10-30-P03	1	none	"{""none"": 1}"	{}	none	εὐχαριστῶ	εὐχαριστῶ
MG0374	374	1corintios	555	555	10:31	10:31	1corintios-10-31-P01	1corintios-10-31-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐσθίετε	ἐσθίετε
MG0375	375	1corintios	556	559	10:31	10:32	1corintios-10-31-P02	1corintios-10-32-P01	4	none	"{""none"": 4}"	{}	none	πίνετε	γίνεσθε
MG0376	376	1corintios	560	560	10:33	10:33	1corintios-10-33-P01	1corintios-10-33-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἀρέσκω	ἀρέσκω
MG0377	377	1corintios	561	561	10:33	10:33	1corintios-10-33-P02	1corintios-10-33-P02	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	σωθῶσιν	σωθῶσιν
MG0378	378	1corintios	562	562	11:1	11:1	1corintios-11-1-P01	1corintios-11-1-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	γίνεσθε	γίνεσθε
MG0379	379	1corintios	563	563	11:2	11:2	1corintios-11-2-P01	1corintios-11-2-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐπαινῶ	ἐπαινῶ
MG0380	380	1corintios	564	564	11:2	11:2	1corintios-11-2-P02	1corintios-11-2-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	μέμνησθε	μέμνησθε
MG0381	381	1corintios	565	565	11:2	11:2	1corintios-11-2-P03	1corintios-11-2-P03	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	παρέδωκα	παρέδωκα
MG0382	382	1corintios	566	566	11:2	11:2	1corintios-11-2-P04	1corintios-11-2-P04	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	κατέχετε	κατέχετε
MG0383	383	1corintios	567	567	11:3	11:3	1corintios-11-3-P01	1corintios-11-3-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	θέλω	θέλω
MG0384	384	1corintios	568	568	11:3	11:3	1corintios-11-3-P02	1corintios-11-3-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐστιν	ἐστιν
MG0385	385	1corintios	569	569	11:4	11:4	1corintios-11-4-P01	1corintios-11-4-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	καταισχύνει	καταισχύνει
MG0386	386	1corintios	570	571	11:5	11:5	1corintios-11-5-P01	1corintios-11-5-P02	2	none	"{""none"": 2}"	{}	none	καταισχύνει	ἐστιν
MG0387	387	1corintios	572	575	11:6	11:7	1corintios-11-6-P01	1corintios-11-7-P01	4	candidate	"{""candidate"": 4}"	"{""independence_transition"": 4, ""subordination_transition"": 4}"	independence_transition+subordination_transition	κατακαλύπτεται	ὀφείλει
MG0388	388	1corintios	576	579	11:7	11:10	1corintios-11-7-P02	1corintios-11-10-P01	4	none	"{""none"": 4}"	{}	none	ἐστιν	ὀφείλει
MG0389	389	1corintios	580	581	11:13	11:13	1corintios-11-13-P01	1corintios-11-13-P02	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	κρίνατε	ἐστὶν
MG0390	390	1corintios	582	582	11:14	11:14	1corintios-11-14-P01	1corintios-11-14-P01	1	none	"{""none"": 1}"	{}	none	διδάσκει	διδάσκει
MG0391	391	1corintios	583	587	11:14	11:15	1corintios-11-14-P02	1corintios-11-15-P03	5	candidate	"{""candidate"": 5}"	"{""independence_transition"": 5, ""subordination_transition"": 5}"	independence_transition+subordination_transition	κομᾷ	δέδοται
MG0392	392	1corintios	588	588	11:16	11:16	1corintios-11-16-P01	1corintios-11-16-P01	1	none	"{""none"": 1}"	{}	none	δοκεῖ	δοκεῖ
MG0393	393	1corintios	589	589	11:16	11:16	1corintios-11-16-P02	1corintios-11-16-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἔχομεν	ἔχομεν
MG0394	394	1corintios	590	590	11:17	11:17	1corintios-11-17-P01	1corintios-11-17-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	ἐπαινῶ	ἐπαινῶ
MG0395	395	1corintios	591	591	11:17	11:17	1corintios-11-17-P02	1corintios-11-17-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	συνέρχεσθε	συνέρχεσθε
MG0396	396	1corintios	592	592	11:18	11:18	1corintios-11-18-P01	1corintios-11-18-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἀκούω	ἀκούω
MG0397	397	1corintios	593	593	11:18	11:18	1corintios-11-18-P02	1corintios-11-18-P02	1	none	"{""none"": 1}"	{}	none	πιστεύω	πιστεύω
MG0398	398	1corintios	594	594	11:19	11:19	1corintios-11-19-P01	1corintios-11-19-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	δεῖ	δεῖ
MG0399	399	1corintios	595	596	11:19	11:20	1corintios-11-19-P02	1corintios-11-20-P01	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	γένωνται	ἔστιν
MG0400	400	1corintios	597	599	11:21	11:21	1corintios-11-21-P01	1corintios-11-21-P03	3	none	"{""none"": 3}"	{}	none	προλαμβάνει	μεθύει
MG0401	401	1corintios	600	600	11:22	11:22	1corintios-11-22-P01	1corintios-11-22-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἔχετε	ἔχετε
MG0402	402	1corintios	601	602	11:22	11:22	1corintios-11-22-P02	1corintios-11-22-P03	2	none	"{""none"": 2}"	{}	none	καταφρονεῖτε	καταισχύνετε
MG0403	403	1corintios	603	603	11:22	11:22	1corintios-11-22-P04	1corintios-11-22-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	εἴπω	εἴπω
MG0404	404	1corintios	604	607	11:22	11:23	1corintios-11-22-P05	1corintios-11-23-P02	4	none	"{""none"": 4}"	{}	none	ἐπαινέσω	παρέδωκα
MG0405	405	1corintios	608	608	11:23	11:23	1corintios-11-23-P03	1corintios-11-23-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	παρεδίδετο	παρεδίδετο
MG0406	406	1corintios	609	609	11:23	11:23	1corintios-11-23-P04	1corintios-11-23-P04	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἔλαβεν	ἔλαβεν
MG0407	407	1corintios	610	612	11:24	11:24	1corintios-11-24-P01	1corintios-11-24-P03	3	none	"{""none"": 3}"	{}	none	ἔκλασεν	ἐστιν
MG0408	408	1corintios	613	613	11:24	11:24	1corintios-11-24-P04	1corintios-11-24-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ποιεῖτε	ποιεῖτε
MG0409	409	1corintios	614	615	11:25	11:25	1corintios-11-25-P01	1corintios-11-25-P02	2	none	"{""none"": 2}"	{}	none	ἐστὶν	ποιεῖτε
MG0410	410	1corintios	616	616	11:25	11:25	1corintios-11-25-P03	1corintios-11-25-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	πίνητε	πίνητε
MG0411	411	1corintios	617	617	11:26	11:26	1corintios-11-26-P01	1corintios-11-26-P01	1	none	"{""none"": 1}"	{}	none	ἐσθίητε	ἐσθίητε
MG0412	412	1corintios	618	618	11:26	11:26	1corintios-11-26-P02	1corintios-11-26-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	πίνητε	πίνητε
MG0413	413	1corintios	619	619	11:26	11:26	1corintios-11-26-P03	1corintios-11-26-P03	1	none	"{""none"": 1}"	{}	none	καταγγέλλετε	καταγγέλλετε
MG0414	414	1corintios	620	620	11:26	11:26	1corintios-11-26-P04	1corintios-11-26-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἔλθῃ	ἔλθῃ
MG0415	415	1corintios	621	622	11:27	11:27	1corintios-11-27-P01	1corintios-11-27-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἐσθίῃ	πίνῃ
MG0416	416	1corintios	623	628	11:27	11:29	1corintios-11-27-P03	1corintios-11-29-P02	6	none	"{""none"": 6}"	{}	none	ἔσται	πίνει
MG0417	417	1corintios	629	629	11:30	11:30	1corintios-11-30-P01	1corintios-11-30-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	κοιμῶνται	κοιμῶνται
MG0418	418	1corintios	630	630	11:31	11:31	1corintios-11-31-P01	1corintios-11-31-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+person_change+subordination_transition	διεκρίνομεν	διεκρίνομεν
MG0419	419	1corintios	631	631	11:31	11:31	1corintios-11-31-P02	1corintios-11-31-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἐκρινόμεθα	ἐκρινόμεθα
MG0420	420	1corintios	632	632	11:32	11:32	1corintios-11-32-P01	1corintios-11-32-P01	1	none	"{""none"": 1}"	{}	none	παιδευόμεθα	παιδευόμεθα
MG0421	421	1corintios	633	633	11:32	11:32	1corintios-11-32-P02	1corintios-11-32-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	κατακριθῶμεν	κατακριθῶμεν
MG0422	422	1corintios	634	634	11:33	11:33	1corintios-11-33-P01	1corintios-11-33-P01	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἐκδέχεσθε	ἐκδέχεσθε
MG0423	423	1corintios	635	635	11:34	11:34	1corintios-11-34-P01	1corintios-11-34-P01	1	none	"{""none"": 1}"	{}	none	πεινᾷ	πεινᾷ
MG0424	424	1corintios	636	636	11:34	11:34	1corintios-11-34-P02	1corintios-11-34-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ἐσθιέτω	ἐσθιέτω
MG0425	425	1corintios	637	637	11:34	11:34	1corintios-11-34-P03	1corintios-11-34-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	συνέρχησθε	συνέρχησθε
MG0426	426	1corintios	638	638	11:34	11:34	1corintios-11-34-P04	1corintios-11-34-P04	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἔλθω	ἔλθω
MG0427	427	1corintios	639	639	11:34	11:34	1corintios-11-34-P05	1corintios-11-34-P05	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	διατάξομαι	διατάξομαι
MG0428	428	1corintios	640	640	12:1	12:1	1corintios-12-1-P01	1corintios-12-1-P01	1	none	"{""none"": 1}"	{}	none	θέλω	θέλω
MG0429	429	1corintios	641	641	12:2	12:2	1corintios-12-2-P01	1corintios-12-2-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	οἴδατε	οἴδατε
MG0430	430	1corintios	642	642	12:2	12:2	1corintios-12-2-P02	1corintios-12-2-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἦτε	ἦτε
MG0431	431	1corintios	643	643	12:2	12:2	1corintios-12-2-P03	1corintios-12-2-P03	1	none	"{""none"": 1}"	{}	none	ἤγεσθε	ἤγεσθε
MG0432	432	1corintios	644	644	12:3	12:3	1corintios-12-3-P01	1corintios-12-3-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	γνωρίζω	γνωρίζω
MG0433	433	1corintios	645	645	12:3	12:3	1corintios-12-3-P02	1corintios-12-3-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	λέγει	λέγει
MG0434	434	1corintios	646	646	12:3	12:3	1corintios-12-3-P03	1corintios-12-3-P03	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	δύναται	δύναται
MG0435	435	1corintios	647	647	12:4	12:4	1corintios-12-4-P01	1corintios-12-4-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	εἰσίν	εἰσίν
MG0436	436	1corintios	648	649	12:5	12:6	1corintios-12-5-P01	1corintios-12-6-P01	2	none	"{""none"": 2}"	{}	none	εἰσιν	εἰσίν
MG0437	437	1corintios	650	650	12:7	12:7	1corintios-12-7-P01	1corintios-12-7-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	δίδοται	δίδοται
MG0438	438	1corintios	651	652	12:8	12:11	1corintios-12-8-P01	1corintios-12-11-P01	2	none	"{""none"": 2}"	{}	none	δίδοται	ἐνεργεῖ
MG0439	439	1corintios	653	654	12:11	12:12	1corintios-12-11-P02	1corintios-12-12-P01	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	βούλεται	ἐστιν
MG0440	440	1corintios	655	656	12:12	12:12	1corintios-12-12-P02	1corintios-12-12-P03	2	none	"{""none"": 2}"	{}	none	ἔχει	ἐστιν
MG0441	441	1corintios	657	657	12:13	12:13	1corintios-12-13-P01	1corintios-12-13-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	number_change+person_change	ἐβαπτίσθημεν	ἐβαπτίσθημεν
MG0442	442	1corintios	658	659	12:13	12:14	1corintios-12-13-P02	1corintios-12-14-P01	2	none	"{""none"": 2}"	{}	none	ἐποτίσθημεν	ἔστιν
MG0443	443	1corintios	660	660	12:15	12:15	1corintios-12-15-P01	1corintios-12-15-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	εἴπῃ	εἴπῃ
MG0444	444	1corintios	661	661	12:15	12:15	1corintios-12-15-P02	1corintios-12-15-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	εἰμὶ	εἰμὶ
MG0445	445	1corintios	662	662	12:15	12:15	1corintios-12-15-P03	1corintios-12-15-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εἰμὶ	εἰμὶ
MG0446	446	1corintios	663	663	12:15	12:15	1corintios-12-15-P04	1corintios-12-15-P04	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔστιν	ἔστιν
MG0447	447	1corintios	664	664	12:16	12:16	1corintios-12-16-P01	1corintios-12-16-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εἴπῃ	εἴπῃ
MG0448	448	1corintios	665	665	12:16	12:16	1corintios-12-16-P02	1corintios-12-16-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	εἰμὶ	εἰμὶ
MG0449	449	1corintios	666	666	12:16	12:16	1corintios-12-16-P03	1corintios-12-16-P03	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	εἰμὶ	εἰμὶ
MG0450	450	1corintios	667	667	12:16	12:16	1corintios-12-16-P04	1corintios-12-16-P04	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔστιν	ἔστιν
MG0451	451	1corintios	668	668	12:18	12:18	1corintios-12-18-P01	1corintios-12-18-P01	1	none	"{""none"": 1}"	{}	none	ἔθετο	ἔθετο
MG0452	452	1corintios	669	669	12:18	12:18	1corintios-12-18-P02	1corintios-12-18-P02	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	ἠθέλησεν	ἠθέλησεν
MG0453	453	1corintios	670	670	12:19	12:19	1corintios-12-19-P01	1corintios-12-19-P01	1	none	"{""none"": 1}"	{}	none	ἦν	ἦν
MG0454	454	1corintios	671	671	12:21	12:21	1corintios-12-21-P01	1corintios-12-21-P01	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	independence_transition+subordination_transition	δύναται	δύναται
MG0455	455	1corintios	672	672	12:21	12:21	1corintios-12-21-P02	1corintios-12-21-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	ἔχω	ἔχω
MG0456	456	1corintios	673	674	12:21	12:22	1corintios-12-21-P03	1corintios-12-22-P01	2	none	"{""none"": 2}"	{}	none	ἔχω	ἐστιν
MG0457	457	1corintios	675	675	12:23	12:23	1corintios-12-23-P01	1corintios-12-23-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	δοκοῦμεν	δοκοῦμεν
MG0458	458	1corintios	676	679	12:23	12:24	1corintios-12-23-P02	1corintios-12-24-P02	4	none	"{""none"": 4}"	{}	none	περιτίθεμεν	συνεκέρασεν
MG0459	459	1corintios	680	680	12:25	12:25	1corintios-12-25-P01	1corintios-12-25-P01	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+person_change+subordination_transition	ᾖ	ᾖ
MG0460	460	1corintios	681	681	12:25	12:25	1corintios-12-25-P02	1corintios-12-25-P02	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	independence_transition+number_change+subordination_transition	μεριμνῶσι	μεριμνῶσι
MG0461	461	1corintios	682	682	12:26	12:26	1corintios-12-26-P01	1corintios-12-26-P01	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	number_change	πάσχει	πάσχει
MG0462	462	1corintios	683	685	12:26	12:26	1corintios-12-26-P02	1corintios-12-26-P04	3	none	"{""none"": 3}"	{}	none	συμπάσχει	συγχαίρει
MG0463	463	1corintios	686	687	12:27	12:28	1corintios-12-27-P01	1corintios-12-28-P01	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	ἐστε	ἔθετο
MG0464	464	1corintios	688	690	12:30	12:30	1corintios-12-30-P01	1corintios-12-30-P03	3	none	"{""none"": 3}"	{}	none	ἔχουσιν	διερμηνεύουσιν
MG0465	465	1corintios	691	692	12:31	12:31	1corintios-12-31-P01	1corintios-12-31-P02	2	candidate	"{""candidate"": 2}"	"{""number_change"": 2, ""person_change"": 2}"	number_change+person_change	ζηλοῦτε	δείκνυμι
MG0466	466	1corintios	693	694	13:1	13:1	1corintios-13-1-P01	1corintios-13-1-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	λαλῶ	ἔχω
MG0467	467	1corintios	695	695	13:1	13:1	1corintios-13-1-P03	1corintios-13-1-P03	1	none	"{""none"": 1}"	{}	none	γέγονα	γέγονα
MG0468	468	1corintios	696	697	13:2	13:2	1corintios-13-2-P01	1corintios-13-2-P02	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχω	εἰδῶ
MG0469	469	1corintios	698	698	13:2	13:2	1corintios-13-2-P03	1corintios-13-2-P03	1	none	"{""none"": 1}"	{}	none	ἔχω	ἔχω
MG0470	470	1corintios	699	700	13:2	13:2	1corintios-13-2-P04	1corintios-13-2-P05	2	candidate	"{""candidate"": 2}"	"{""independence_transition"": 2, ""subordination_transition"": 2}"	independence_transition+subordination_transition	ἔχω	εἰμι
MG0471	471	1corintios	701	701	13:4	13:4	1corintios-13-4-P01	1corintios-13-4-P01	1	none	"{""none"": 1}"	{}	none	μακροθυμεῖ	μακροθυμεῖ
MG0472	472	1corintios	702	702	13:4	13:4	1corintios-13-4-P02	1corintios-13-4-P02	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	person_change	χρηστεύεται	χρηστεύεται
MG0473	473	1corintios	703	719	13:4	13:8	1corintios-13-4-P03	1corintios-13-8-P04	17	none	"{""none"": 17}"	{}	none	ζηλοῖ	καταργηθήσεται
