paso13_action_support_id	book	chapter	verse	reference	stream_index	predication_id	subject_support	verb_support	scope_support	paso9_candidate_labels	continuity_field_state	minimal_action_support	confidence	evidence	final_action_statement_assigned
P1300370	1corintios	7	37	7:37	370	1corintios-7-37-P04	implicit-3S	ποιήσει		"[""EXPONE""]"	stable	implicit-3S — ποιήσει	low	"[""verb:ποιήσει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300371	1corintios	7	38	7:38	371	1corintios-7-38-P01	unknown	ποιεῖ		"[""RESULTADO"", ""EXPONE""]"	stable	sujeto no resuelto — ποιεῖ	low	"[""verb:ποιεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:RESULTADO,EXPONE""]"	False
P1300372	1corintios	7	38	7:38	372	1corintios-7-38-P02	unknown	ποιήσει		"[""EXPONE""]"	stable	sujeto no resuelto — ποιήσει	low	"[""verb:ποιήσει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300373	1corintios	7	39	7:39	373	1corintios-7-39-P01	unknown	δέδεται		"[""EXPONE""]"	stable	sujeto no resuelto — δέδεται	low	"[""verb:δέδεται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300374	1corintios	7	39	7:39	374	1corintios-7-39-P02	implicit-3S	ζῇ		"[""EXPONE""]"	stable	implicit-3S — ζῇ	low	"[""verb:ζῇ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300375	1corintios	7	39	7:39	375	1corintios-7-39-P03	implicit-3S	κοιμηθῇ		"[""EXPONE""]"	stable	implicit-3S — κοιμηθῇ	low	"[""verb:κοιμηθῇ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300376	1corintios	7	39	7:39	376	1corintios-7-39-P04	unknown	ἐστὶν		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστὶν	low	"[""verb:ἐστὶν"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300377	1corintios	7	39	7:39	377	1corintios-7-39-P05	implicit-3S	θέλει		"[""EXPONE""]"	stable	implicit-3S — θέλει	low	"[""verb:θέλει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300378	1corintios	7	40	7:40	378	1corintios-7-40-P01	implicit-3S	ἐστιν		"[""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300379	1corintios	7	40	7:40	379	1corintios-7-40-P02	implicit-3S	μείνῃ		"[""EXPONE""]"	stable	implicit-3S — μείνῃ	low	"[""verb:μείνῃ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300380	1corintios	7	40	7:40	380	1corintios-7-40-P03	implicit-1S	δοκῶ		"[""CONDICIÓN"", ""ACLARA""]"	unstable	implicit-1S — δοκῶ	low	"[""verb:δοκῶ"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300381	1corintios	8	1	8:1	381	1corintios-8-1-P01	implicit-1P	οἴδαμεν		"[""ACLARA""]"	recovering	implicit-1P — οἴδαμεν	low	"[""verb:οἴδαμεν"", ""subject:implicit-1P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300382	1corintios	8	1	8:1	382	1corintios-8-1-P02	implicit-1P	ἔχομεν		"[""EXPONE""]"	stable	implicit-1P — ἔχομεν	low	"[""verb:ἔχομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300383	1corintios	8	1	8:1	383	1corintios-8-1-P03	unknown	φυσιοῖ		"[""RAZÓN"", ""ACLARA""]"	transitioning	sujeto no resuelto — φυσιοῖ	low	"[""verb:φυσιοῖ"", ""subject:unknown"", ""field:transitioning"", ""paso9:RAZÓN,ACLARA""]"	False
P1300384	1corintios	8	1	8:1	384	1corintios-8-1-P04	unknown	οἰκοδομεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — οἰκοδομεῖ	low	"[""verb:οἰκοδομεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300385	1corintios	8	2	8:2	385	1corintios-8-2-P01	unknown	δοκεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — δοκεῖ	low	"[""verb:δοκεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300386	1corintios	8	2	8:2	386	1corintios-8-2-P02	implicit-3S	ἔγνω		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ἔγνω	low	"[""verb:ἔγνω"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300387	1corintios	8	2	8:2	387	1corintios-8-2-P03	implicit-3S	δεῖ		"[""EXPONE""]"	stable	implicit-3S — δεῖ	low	"[""verb:δεῖ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300388	1corintios	8	3	8:3	388	1corintios-8-3-P01	unknown	ἀγαπᾷ		"[""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — ἀγαπᾷ	low	"[""verb:ἀγαπᾷ"", ""subject:unknown"", ""field:stable"", ""paso9:ACLARA,EXPONE""]"	False
P1300389	1corintios	8	3	8:3	389	1corintios-8-3-P02	unknown	ἔγνωσται		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἔγνωσται	low	"[""verb:ἔγνωσται"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300390	1corintios	8	4	8:4	390	1corintios-8-4-P01	implicit-1P	οἴδαμεν		"[""ACLARA""]"	transitioning	implicit-1P — οἴδαμεν	low	"[""verb:οἴδαμεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300391	1corintios	8	5	8:5	391	1corintios-8-5-P01	implicit-3P	εἰσὶν		"[""ACLARA""]"	transitioning	implicit-3P — εἰσὶν	low	"[""verb:εἰσὶν"", ""subject:implicit-3P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300392	1corintios	8	5	8:5	392	1corintios-8-5-P02	implicit-3P	εἰσὶν		"[""EXPONE""]"	stable	implicit-3P — εἰσὶν	low	"[""verb:εἰσὶν"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300393	1corintios	8	7	8:7	393	1corintios-8-7-P01	implicit-3P	ἐσθίουσιν		"[""EXPONE""]"	stable	implicit-3P — ἐσθίουσιν	low	"[""verb:ἐσθίουσιν"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300394	1corintios	8	7	8:7	394	1corintios-8-7-P02	unknown	μολύνεται		"[""ACLARA""]"	recovering	sujeto no resuelto — μολύνεται	low	"[""verb:μολύνεται"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300395	1corintios	8	8	8:8	395	1corintios-8-8-P01	implicit-3S	παραστήσει		"[""EXPONE""]"	stable	implicit-3S — παραστήσει	low	"[""verb:παραστήσει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300396	1corintios	8	8	8:8	396	1corintios-8-8-P02	implicit-1P	φάγωμεν		"[""ACLARA""]"	transitioning	implicit-1P — φάγωμεν	low	"[""verb:φάγωμεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300397	1corintios	8	8	8:8	397	1corintios-8-8-P03	implicit-1P	περισσεύομεν		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1P — περισσεύομεν	low	"[""verb:περισσεύομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300398	1corintios	8	8	8:8	398	1corintios-8-8-P04	implicit-1P	φάγωμεν		"[""EXPONE""]"	stable	implicit-1P — φάγωμεν	low	"[""verb:φάγωμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300399	1corintios	8	8	8:8	399	1corintios-8-8-P05	implicit-1P	ὑστερούμεθα		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1P — ὑστερούμεθα	low	"[""verb:ὑστερούμεθα"", ""subject:implicit-1P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300400	1corintios	8	9	8:9	400	1corintios-8-9-P01	implicit-2P	βλέπετε		"[""ACLARA""]"	transitioning	implicit-2P — βλέπετε	low	"[""verb:βλέπετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300401	1corintios	8	9	8:9	401	1corintios-8-9-P02	unknown	γένηται		"[""ACLARA""]"	transitioning	sujeto no resuelto — γένηται	low	"[""verb:γένηται"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300402	1corintios	8	10	8:10	402	1corintios-8-10-P01	unknown	ἴδῃ		"[""EXPONE""]"	stable	sujeto no resuelto — ἴδῃ	low	"[""verb:ἴδῃ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300403	1corintios	8	10	8:10	403	1corintios-8-10-P02	unknown	οἰκοδομηθήσεται		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — οἰκοδομηθήσεται	low	"[""verb:οἰκοδομηθήσεται"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300404	1corintios	8	11	8:11	404	1corintios-8-11-P01	implicit-3S	ἀπόλλυται		"[""EXPONE""]"	stable	implicit-3S — ἀπόλλυται	low	"[""verb:ἀπόλλυται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300405	1corintios	8	11	8:11	405	1corintios-8-11-P02	unknown	ἀπέθανεν		"[""EXPONE""]"	stable	sujeto no resuelto — ἀπέθανεν	low	"[""verb:ἀπέθανεν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300406	1corintios	8	12	8:12	406	1corintios-8-12-P01	implicit-2P	ἁμαρτάνετε		"[""ACLARA""]"	unstable	implicit-2P — ἁμαρτάνετε	low	"[""verb:ἁμαρτάνετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300407	1corintios	8	13	8:13	407	1corintios-8-13-P01	unknown	σκανδαλίζει		"[""ACLARA""]"	transitioning	sujeto no resuelto — σκανδαλίζει	low	"[""verb:σκανδαλίζει"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300408	1corintios	8	13	8:13	408	1corintios-8-13-P02	implicit-1S	φάγω		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-1S — φάγω	low	"[""verb:φάγω"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300409	1corintios	8	13	8:13	409	1corintios-8-13-P03	implicit-1S	σκανδαλίσω		"[""EXPONE""]"	stable	implicit-1S — σκανδαλίσω	low	"[""verb:σκανδαλίσω"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300410	1corintios	9	1	9:1	410	1corintios-9-1-P01	implicit-1S	εἰμὶ		"[""PROPÓSITO"", ""EXPONE""]"	stable	implicit-1S — εἰμὶ	low	"[""verb:εἰμὶ"", ""subject:implicit-1S"", ""field:stable"", ""paso9:PROPÓSITO,EXPONE""]"	False
P1300411	1corintios	9	1	9:1	411	1corintios-9-1-P02	implicit-1S	εἰμὶ		"[""EXPONE""]"	stable	implicit-1S — εἰμὶ	low	"[""verb:εἰμὶ"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300412	1corintios	9	1	9:1	412	1corintios-9-1-P03	implicit-1S	ἑόρακα		"[""EXPONE""]"	stable	implicit-1S — ἑόρακα	low	"[""verb:ἑόρακα"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300413	1corintios	9	1	9:1	413	1corintios-9-1-P04	implicit-2P	ἐστε		"[""ACLARA""]"	unstable	implicit-2P — ἐστε	low	"[""verb:ἐστε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300414	1corintios	9	2	9:2	414	1corintios-9-2-P01	implicit-1S	εἰμὶ		"[""ACLARA""]"	unstable	implicit-1S — εἰμὶ	low	"[""verb:εἰμὶ"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300415	1corintios	9	2	9:2	415	1corintios-9-2-P02	implicit-1S	εἰμι		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1S — εἰμι	low	"[""verb:εἰμι"", ""subject:implicit-1S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300416	1corintios	9	2	9:2	416	1corintios-9-2-P03	implicit-2P	ἐστε		"[""ACLARA""]"	unstable	implicit-2P — ἐστε	low	"[""verb:ἐστε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300417	1corintios	9	3	9:3	417	1corintios-9-3-P01	unknown	ἐστιν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300418	1corintios	9	4	9:4	418	1corintios-9-4-P01	implicit-1P	ἔχομεν		"[""ACLARA""]"	transitioning	implicit-1P — ἔχομεν	low	"[""verb:ἔχομεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300419	1corintios	9	5	9:5	419	1corintios-9-5-P01	implicit-1P	ἔχομεν		"[""EXPONE""]"	stable	implicit-1P — ἔχομεν	low	"[""verb:ἔχομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300420	1corintios	9	6	9:6	420	1corintios-9-6-P01	implicit-1P	ἔχομεν		"[""EXPONE""]"	stable	implicit-1P — ἔχομεν	low	"[""verb:ἔχομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300421	1corintios	9	7	9:7	421	1corintios-9-7-P01	unknown	στρατεύεται		"[""ACLARA""]"	transitioning	sujeto no resuelto — στρατεύεται	low	"[""verb:στρατεύεται"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300422	1corintios	9	7	9:7	422	1corintios-9-7-P02	unknown	φυτεύει		"[""EXPONE""]"	stable	sujeto no resuelto — φυτεύει	low	"[""verb:φυτεύει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300423	1corintios	9	7	9:7	423	1corintios-9-7-P03	implicit-3S	ἐσθίει		"[""EXPONE""]"	stable	implicit-3S — ἐσθίει	low	"[""verb:ἐσθίει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300424	1corintios	9	7	9:7	424	1corintios-9-7-P04	unknown	ποιμαίνει		"[""EXPONE""]"	stable	sujeto no resuelto — ποιμαίνει	low	"[""verb:ποιμαίνει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300425	1corintios	9	7	9:7	425	1corintios-9-7-P05	implicit-3S	ἐσθίει		"[""EXPONE""]"	stable	implicit-3S — ἐσθίει	low	"[""verb:ἐσθίει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300426	1corintios	9	8	9:8	426	1corintios-9-8-P01	implicit-1S	λαλῶ		"[""ACLARA""]"	unstable	implicit-1S — λαλῶ	low	"[""verb:λαλῶ"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300427	1corintios	9	8	9:8	427	1corintios-9-8-P02	unknown	λέγει		"[""ACLARA""]"	unstable	sujeto no resuelto — λέγει	low	"[""verb:λέγει"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300428	1corintios	9	9	9:9	428	1corintios-9-9-P01	implicit-3S	γέγραπται		"[""EXPONE""]"	stable	implicit-3S — γέγραπται	low	"[""verb:γέγραπται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300429	1corintios	9	9	9:9	429	1corintios-9-9-P02	implicit-2S	κημώσεις		"[""ACLARA""]"	transitioning	implicit-2S — κημώσεις	low	"[""verb:κημώσεις"", ""subject:implicit-2S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300430	1corintios	9	9	9:9	430	1corintios-9-9-P03	implicit-3S	μέλει		"[""ACLARA""]"	transitioning	implicit-3S — μέλει	low	"[""verb:μέλει"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300431	1corintios	9	10	9:10	431	1corintios-9-10-P01	implicit-3S	λέγει		"[""EXPONE""]"	stable	implicit-3S — λέγει	low	"[""verb:λέγει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300432	1corintios	9	10	9:10	432	1corintios-9-10-P02	implicit-3S	ἐγράφη		"[""EXPONE""]"	stable	implicit-3S — ἐγράφη	low	"[""verb:ἐγράφη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300433	1corintios	9	10	9:10	433	1corintios-9-10-P03	implicit-3S	ὀφείλει		"[""EXPONE""]"	stable	implicit-3S — ὀφείλει	low	"[""verb:ὀφείλει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300434	1corintios	9	11	9:11	434	1corintios-9-11-P01	implicit-1P	ἐσπείραμεν		"[""RAZÓN"", ""ACLARA""]"	unstable	implicit-1P — ἐσπείραμεν	low	"[""verb:ἐσπείραμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:RAZÓN,ACLARA""]"	False
P1300435	1corintios	9	11	9:11	435	1corintios-9-11-P02	implicit-1P	θερίσομεν		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1P — θερίσομεν	low	"[""verb:θερίσομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300436	1corintios	9	12	9:12	436	1corintios-9-12-P01	unknown	μετέχουσιν		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	sujeto no resuelto — μετέχουσιν	low	"[""verb:μετέχουσιν"", ""subject:unknown"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300437	1corintios	9	12	9:12	437	1corintios-9-12-P02	implicit-1P	ἐχρησάμεθα		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-1P — ἐχρησάμεθα	low	"[""verb:ἐχρησάμεθα"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300438	1corintios	9	12	9:12	438	1corintios-9-12-P03	implicit-1P	στέγομεν		"[""EXPONE""]"	stable	implicit-1P — στέγομεν	low	"[""verb:στέγομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300439	1corintios	9	12	9:12	439	1corintios-9-12-P04	implicit-1P	δῶμεν		"[""EXPONE""]"	stable	implicit-1P — δῶμεν	low	"[""verb:δῶμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300440	1corintios	9	13	9:13	440	1corintios-9-13-P01	implicit-2P	οἴδατε		"[""PROPÓSITO"", ""ACLARA""]"	unstable	implicit-2P — οἴδατε	low	"[""verb:οἴδατε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300441	1corintios	9	13	9:13	441	1corintios-9-13-P02	implicit-3P	ἐσθίουσιν		"[""ACLARA""]"	unstable	implicit-3P — ἐσθίουσιν	low	"[""verb:ἐσθίουσιν"", ""subject:implicit-3P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300442	1corintios	9	13	9:13	442	1corintios-9-13-P03	unknown	συμμερίζονται		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — συμμερίζονται	low	"[""verb:συμμερίζονται"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300443	1corintios	9	14	9:14	443	1corintios-9-14-P01	unknown	διέταξεν		"[""ACLARA""]"	recovering	sujeto no resuelto — διέταξεν	low	"[""verb:διέταξεν"", ""subject:unknown"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300444	1corintios	9	15	9:15	444	1corintios-9-15-P01	implicit-1S	κέχρημαι		"[""ACLARA""]"	transitioning	implicit-1S — κέχρημαι	low	"[""verb:κέχρημαι"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300445	1corintios	9	15	9:15	445	1corintios-9-15-P02	implicit-1S	ἔγραψα		"[""EXPONE""]"	stable	implicit-1S — ἔγραψα	low	"[""verb:ἔγραψα"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300446	1corintios	9	15	9:15	446	1corintios-9-15-P03	implicit-3S	γένηται		"[""ACLARA""]"	unstable	implicit-3S — γένηται	low	"[""verb:γένηται"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300447	1corintios	9	15	9:15	447	1corintios-9-15-P04	unknown	κενώσει		"[""PROPÓSITO"", ""EXPONE""]"	stable	sujeto no resuelto — κενώσει	low	"[""verb:κενώσει"", ""subject:unknown"", ""field:stable"", ""paso9:PROPÓSITO,EXPONE""]"	False
P1300448	1corintios	9	16	9:16	448	1corintios-9-16-P01	implicit-1S	εὐαγγελίζωμαι		"[""ACLARA""]"	transitioning	implicit-1S — εὐαγγελίζωμαι	low	"[""verb:εὐαγγελίζωμαι"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300449	1corintios	9	16	9:16	449	1corintios-9-16-P02	implicit-3S	ἔστιν		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-3S — ἔστιν	low	"[""verb:ἔστιν"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300450	1corintios	9	16	9:16	450	1corintios-9-16-P03	implicit-3S	ἐπίκειται		"[""EXPONE""]"	stable	implicit-3S — ἐπίκειται	low	"[""verb:ἐπίκειται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300451	1corintios	9	16	9:16	451	1corintios-9-16-P04	implicit-3S	ἐστιν		"[""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300452	1corintios	9	16	9:16	452	1corintios-9-16-P05	implicit-1S	εὐαγγελίσωμαι		"[""ACLARA""]"	transitioning	implicit-1S — εὐαγγελίσωμαι	low	"[""verb:εὐαγγελίσωμαι"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300453	1corintios	9	17	9:17	453	1corintios-9-17-P01	implicit-1S	πράσσω		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1S — πράσσω	low	"[""verb:πράσσω"", ""subject:implicit-1S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
