paso13_action_support_id	book	chapter	verse	reference	stream_index	predication_id	subject_support	verb_support	scope_support	paso9_candidate_labels	continuity_field_state	minimal_action_support	confidence	evidence	final_action_statement_assigned
P1300488	1corintios	10	4	10:4	488	1corintios-10-4-P02	implicit-3P	ἔπινον		"[""EXPONE""]"	stable	implicit-3P — ἔπινον	low	"[""verb:ἔπινον"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300489	1corintios	10	4	10:4	489	1corintios-10-4-P03	implicit-3S	ἦν		"[""ACLARA""]"	recovering	implicit-3S — ἦν	low	"[""verb:ἦν"", ""subject:implicit-3S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300490	1corintios	10	5	10:5	490	1corintios-10-5-P01	implicit-3S	ηὐδόκησεν		"[""EXPONE""]"	stable	implicit-3S — ηὐδόκησεν	low	"[""verb:ηὐδόκησεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300491	1corintios	10	5	10:5	491	1corintios-10-5-P02	implicit-3P	κατεστρώθησαν		"[""ACLARA""]"	recovering	implicit-3P — κατεστρώθησαν	low	"[""verb:κατεστρώθησαν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300492	1corintios	10	6	10:6	492	1corintios-10-6-P01	unknown	ἐγενήθησαν		"[""EXPONE""]"	stable	sujeto no resuelto — ἐγενήθησαν	low	"[""verb:ἐγενήθησαν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300493	1corintios	10	6	10:6	493	1corintios-10-6-P02	unknown	ἐπεθύμησαν		"[""EXPONE""]"	stable	sujeto no resuelto — ἐπεθύμησαν	low	"[""verb:ἐπεθύμησαν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300494	1corintios	10	7	10:7	494	1corintios-10-7-P01	implicit-2P	γίνεσθε		"[""ACLARA""]"	unstable	implicit-2P — γίνεσθε	low	"[""verb:γίνεσθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300495	1corintios	10	7	10:7	495	1corintios-10-7-P02	implicit-3S	γέγραπται		"[""ACLARA""]"	unstable	implicit-3S — γέγραπται	low	"[""verb:γέγραπται"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300496	1corintios	10	7	10:7	496	1corintios-10-7-P03	implicit-3S	ἐκάθισεν		"[""ACLARA"", ""EXPONE""]"	stable	implicit-3S — ἐκάθισεν	low	"[""verb:ἐκάθισεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:ACLARA,EXPONE""]"	False
P1300497	1corintios	10	7	10:7	497	1corintios-10-7-P04	implicit-3P	ἀνέστησαν		"[""ACLARA""]"	recovering	implicit-3P — ἀνέστησαν	low	"[""verb:ἀνέστησαν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300498	1corintios	10	8	10:8	498	1corintios-10-8-P01	implicit-1P	πορνεύωμεν		"[""ACLARA""]"	unstable	implicit-1P — πορνεύωμεν	low	"[""verb:πορνεύωμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300499	1corintios	10	8	10:8	499	1corintios-10-8-P02	unknown	ἐπόρνευσαν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐπόρνευσαν	low	"[""verb:ἐπόρνευσαν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300500	1corintios	10	8	10:8	500	1corintios-10-8-P03	implicit-3P	ἔπεσαν		"[""ACLARA"", ""EXPONE""]"	stable	implicit-3P — ἔπεσαν	low	"[""verb:ἔπεσαν"", ""subject:implicit-3P"", ""field:stable"", ""paso9:ACLARA,EXPONE""]"	False
P1300501	1corintios	10	9	10:9	501	1corintios-10-9-P01	implicit-1P	ἐκπειράζωμεν		"[""ACLARA""]"	unstable	implicit-1P — ἐκπειράζωμεν	low	"[""verb:ἐκπειράζωμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300502	1corintios	10	9	10:9	502	1corintios-10-9-P02	unknown	ἐπείρασαν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐπείρασαν	low	"[""verb:ἐπείρασαν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300503	1corintios	10	9	10:9	503	1corintios-10-9-P03	implicit-3P	ἀπώλλυντο		"[""ACLARA"", ""EXPONE""]"	stable	implicit-3P — ἀπώλλυντο	low	"[""verb:ἀπώλλυντο"", ""subject:implicit-3P"", ""field:stable"", ""paso9:ACLARA,EXPONE""]"	False
P1300504	1corintios	10	10	10:10	504	1corintios-10-10-P01	implicit-2P	γογγύζετε		"[""ACLARA""]"	unstable	implicit-2P — γογγύζετε	low	"[""verb:γογγύζετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300505	1corintios	10	10	10:10	505	1corintios-10-10-P02	unknown	ἐγόγγυσαν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἐγόγγυσαν	low	"[""verb:ἐγόγγυσαν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300506	1corintios	10	10	10:10	506	1corintios-10-10-P03	implicit-3P	ἀπώλοντο		"[""EXPONE""]"	stable	implicit-3P — ἀπώλοντο	low	"[""verb:ἀπώλοντο"", ""subject:implicit-3P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300507	1corintios	10	11	10:11	507	1corintios-10-11-P01	implicit-3S	συνέβαινεν		"[""ACLARA""]"	recovering	implicit-3S — συνέβαινεν	low	"[""verb:συνέβαινεν"", ""subject:implicit-3S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300508	1corintios	10	11	10:11	508	1corintios-10-11-P02	implicit-3S	ἐγράφη		"[""EXPONE""]"	stable	implicit-3S — ἐγράφη	low	"[""verb:ἐγράφη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300509	1corintios	10	11	10:11	509	1corintios-10-11-P03	unknown	κατήντηκεν		"[""EXPONE""]"	stable	sujeto no resuelto — κατήντηκεν	low	"[""verb:κατήντηκεν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300510	1corintios	10	12	10:12	510	1corintios-10-12-P01	unknown	βλεπέτω		"[""RESULTADO"", ""EXPONE""]"	stable	sujeto no resuelto — βλεπέτω	low	"[""verb:βλεπέτω"", ""subject:unknown"", ""field:stable"", ""paso9:RESULTADO,EXPONE""]"	False
P1300511	1corintios	10	12	10:12	511	1corintios-10-12-P02	implicit-3S	πέσῃ		"[""EXPONE""]"	stable	implicit-3S — πέσῃ	low	"[""verb:πέσῃ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300512	1corintios	10	13	10:13	512	1corintios-10-13-P01	unknown	εἴληφεν		"[""EXPONE""]"	stable	sujeto no resuelto — εἴληφεν	low	"[""verb:εἴληφεν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300513	1corintios	10	13	10:13	513	1corintios-10-13-P02	unknown	ἐάσει		"[""EXPONE""]"	stable	sujeto no resuelto — ἐάσει	low	"[""verb:ἐάσει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300514	1corintios	10	13	10:13	514	1corintios-10-13-P03	implicit-2P	δύνασθε		"[""CONDICIÓN"", ""ACLARA""]"	unstable	implicit-2P — δύνασθε	low	"[""verb:δύνασθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300515	1corintios	10	13	10:13	515	1corintios-10-13-P04	implicit-3S	ποιήσει		"[""ACLARA""]"	unstable	implicit-3S — ποιήσει	low	"[""verb:ποιήσει"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300516	1corintios	10	14	10:14	516	1corintios-10-14-P01	implicit-2P	φεύγετε		"[""ACLARA""]"	unstable	implicit-2P — φεύγετε	low	"[""verb:φεύγετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300517	1corintios	10	15	10:15	517	1corintios-10-15-P01	implicit-1S	λέγω		"[""ACLARA""]"	unstable	implicit-1S — λέγω	low	"[""verb:λέγω"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300518	1corintios	10	15	10:15	518	1corintios-10-15-P02	implicit-2P	κρίνατε		"[""ACLARA""]"	unstable	implicit-2P — κρίνατε	low	"[""verb:κρίνατε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300519	1corintios	10	15	10:15	519	1corintios-10-15-P03	implicit-1S	φημι		"[""ACLARA""]"	unstable	implicit-1S — φημι	low	"[""verb:φημι"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300520	1corintios	10	16	10:16	520	1corintios-10-16-P01	implicit-1P	εὐλογοῦμεν		"[""ACLARA""]"	recovering	implicit-1P — εὐλογοῦμεν	low	"[""verb:εὐλογοῦμεν"", ""subject:implicit-1P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300521	1corintios	10	16	10:16	521	1corintios-10-16-P02	unknown	ἐστὶν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐστὶν	low	"[""verb:ἐστὶν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300522	1corintios	10	16	10:16	522	1corintios-10-16-P03	implicit-1P	κλῶμεν		"[""ACLARA""]"	unstable	implicit-1P — κλῶμεν	low	"[""verb:κλῶμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300523	1corintios	10	16	10:16	523	1corintios-10-16-P04	unknown	ἐστιν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300524	1corintios	10	17	10:17	524	1corintios-10-17-P01	implicit-1P	ἐσμεν		"[""ACLARA""]"	unstable	implicit-1P — ἐσμεν	low	"[""verb:ἐσμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300525	1corintios	10	17	10:17	525	1corintios-10-17-P02	implicit-1P	μετέχομεν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-1P — μετέχομεν	low	"[""verb:μετέχομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300526	1corintios	10	18	10:18	526	1corintios-10-18-P01	implicit-2P	βλέπετε		"[""ACLARA""]"	unstable	implicit-2P — βλέπετε	low	"[""verb:βλέπετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300527	1corintios	10	18	10:18	527	1corintios-10-18-P02	unknown	εἰσίν		"[""ACLARA""]"	unstable	sujeto no resuelto — εἰσίν	low	"[""verb:εἰσίν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300528	1corintios	10	19	10:19	528	1corintios-10-19-P01	implicit-1S	φημι		"[""ACLARA""]"	unstable	implicit-1S — φημι	low	"[""verb:φημι"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300529	1corintios	10	19	10:19	529	1corintios-10-19-P02	unknown	ἐστιν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300530	1corintios	10	19	10:19	530	1corintios-10-19-P03	unknown	ἐστιν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300531	1corintios	10	20	10:20	531	1corintios-10-20-P01	implicit-3P	θύουσιν		"[""RAZÓN"", ""ACLARA""]"	recovering	implicit-3P — θύουσιν	low	"[""verb:θύουσιν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:RAZÓN,ACLARA""]"	False
P1300532	1corintios	10	20	10:20	532	1corintios-10-20-P02	implicit-3P	θύουσιν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3P — θύουσιν	low	"[""verb:θύουσιν"", ""subject:implicit-3P"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300533	1corintios	10	20	10:20	533	1corintios-10-20-P03	implicit-1S	θέλω		"[""ACLARA""]"	unstable	implicit-1S — θέλω	low	"[""verb:θέλω"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300534	1corintios	10	21	10:21	534	1corintios-10-21-P01	implicit-2P	δύνασθε		"[""ACLARA""]"	transitioning	implicit-2P — δύνασθε	low	"[""verb:δύνασθε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300535	1corintios	10	21	10:21	535	1corintios-10-21-P02	implicit-2P	δύνασθε		"[""EXPONE""]"	stable	implicit-2P — δύνασθε	low	"[""verb:δύνασθε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300536	1corintios	10	22	10:22	536	1corintios-10-22-P01	implicit-1P	παραζηλοῦμεν		"[""ACLARA""]"	transitioning	implicit-1P — παραζηλοῦμεν	low	"[""verb:παραζηλοῦμεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300537	1corintios	10	22	10:22	537	1corintios-10-22-P02	implicit-1P	ἐσμεν		"[""EXPONE""]"	stable	implicit-1P — ἐσμεν	low	"[""verb:ἐσμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300538	1corintios	10	23	10:23	538	1corintios-10-23-P01	unknown	ἔξεστιν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἔξεστιν	low	"[""verb:ἔξεστιν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300539	1corintios	10	23	10:23	539	1corintios-10-23-P02	unknown	συμφέρει		"[""EXPONE""]"	stable	sujeto no resuelto — συμφέρει	low	"[""verb:συμφέρει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300540	1corintios	10	23	10:23	540	1corintios-10-23-P03	unknown	ἔξεστιν		"[""EXPONE""]"	stable	sujeto no resuelto — ἔξεστιν	low	"[""verb:ἔξεστιν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300541	1corintios	10	23	10:23	541	1corintios-10-23-P04	unknown	οἰκοδομεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — οἰκοδομεῖ	low	"[""verb:οἰκοδομεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300542	1corintios	10	24	10:24	542	1corintios-10-24-P01	unknown	ζητείτω		"[""EXPONE""]"	stable	sujeto no resuelto — ζητείτω	low	"[""verb:ζητείτω"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300543	1corintios	10	25	10:25	543	1corintios-10-25-P01	implicit-2P	ἐσθίετε		"[""ACLARA""]"	unstable	implicit-2P — ἐσθίετε	low	"[""verb:ἐσθίετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300544	1corintios	10	27	10:27	544	1corintios-10-27-P01	unknown	καλεῖ		"[""ACLARA""]"	unstable	sujeto no resuelto — καλεῖ	low	"[""verb:καλεῖ"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300545	1corintios	10	27	10:27	545	1corintios-10-27-P02	implicit-2P	θέλετε		"[""CONDICIÓN"", ""ACLARA""]"	transitioning	implicit-2P — θέλετε	low	"[""verb:θέλετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:CONDICIÓN,ACLARA""]"	False
P1300546	1corintios	10	27	10:27	546	1corintios-10-27-P03	implicit-2P	ἐσθίετε		"[""EXPONE""]"	stable	implicit-2P — ἐσθίετε	low	"[""verb:ἐσθίετε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300547	1corintios	10	28	10:28	547	1corintios-10-28-P01	unknown	εἴπῃ		"[""ACLARA""]"	unstable	sujeto no resuelto — εἴπῃ	low	"[""verb:εἴπῃ"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300548	1corintios	10	28	10:28	548	1corintios-10-28-P02	unknown	ἐστιν		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300549	1corintios	10	28	10:28	549	1corintios-10-28-P03	implicit-2P	ἐσθίετε		"[""ACLARA""]"	unstable	implicit-2P — ἐσθίετε	low	"[""verb:ἐσθίετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300550	1corintios	10	29	10:29	550	1corintios-10-29-P01	implicit-1S	λέγω		"[""ACLARA""]"	unstable	implicit-1S — λέγω	low	"[""verb:λέγω"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300551	1corintios	10	29	10:29	551	1corintios-10-29-P02	unknown	κρίνεται		"[""ACLARA""]"	transitioning	sujeto no resuelto — κρίνεται	low	"[""verb:κρίνεται"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300552	1corintios	10	30	10:30	552	1corintios-10-30-P01	implicit-1S	μετέχω		"[""ACLARA""]"	transitioning	implicit-1S — μετέχω	low	"[""verb:μετέχω"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300553	1corintios	10	30	10:30	553	1corintios-10-30-P02	implicit-1S	βλασφημοῦμαι		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-1S — βλασφημοῦμαι	low	"[""verb:βλασφημοῦμαι"", ""subject:implicit-1S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300554	1corintios	10	30	10:30	554	1corintios-10-30-P03	implicit-1S	εὐχαριστῶ		"[""EXPONE""]"	stable	implicit-1S — εὐχαριστῶ	low	"[""verb:εὐχαριστῶ"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300555	1corintios	10	31	10:31	555	1corintios-10-31-P01	implicit-2P	ἐσθίετε		"[""ACLARA""]"	transitioning	implicit-2P — ἐσθίετε	low	"[""verb:ἐσθίετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300556	1corintios	10	31	10:31	556	1corintios-10-31-P02	implicit-2P	πίνετε		"[""EXPONE""]"	stable	implicit-2P — πίνετε	low	"[""verb:πίνετε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300557	1corintios	10	31	10:31	557	1corintios-10-31-P03	implicit-2P	ποιεῖτε		"[""EXPONE""]"	stable	implicit-2P — ποιεῖτε	low	"[""verb:ποιεῖτε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300558	1corintios	10	31	10:31	558	1corintios-10-31-P04	implicit-2P	ποιεῖτε		"[""EXPONE""]"	stable	implicit-2P — ποιεῖτε	low	"[""verb:ποιεῖτε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300559	1corintios	10	32	10:32	559	1corintios-10-32-P01	implicit-2P	γίνεσθε		"[""EXPONE""]"	stable	implicit-2P — γίνεσθε	low	"[""verb:γίνεσθε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300560	1corintios	10	33	10:33	560	1corintios-10-33-P01	implicit-1S	ἀρέσκω		"[""ACLARA""]"	unstable	implicit-1S — ἀρέσκω	low	"[""verb:ἀρέσκω"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300561	1corintios	10	33	10:33	561	1corintios-10-33-P02	implicit-3P	σωθῶσιν		"[""ACLARA""]"	unstable	implicit-3P — σωθῶσιν	low	"[""verb:σωθῶσιν"", ""subject:implicit-3P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300562	1corintios	11	1	11:1	562	1corintios-11-1-P01	implicit-2P	γίνεσθε		"[""PROPÓSITO"", ""ACLARA""]"	unstable	implicit-2P — γίνεσθε	low	"[""verb:γίνεσθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300563	1corintios	11	2	11:2	563	1corintios-11-2-P01	implicit-1S	ἐπαινῶ		"[""ACLARA""]"	unstable	implicit-1S — ἐπαινῶ	low	"[""verb:ἐπαινῶ"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300564	1corintios	11	2	11:2	564	1corintios-11-2-P02	implicit-2P	μέμνησθε		"[""ACLARA""]"	unstable	implicit-2P — μέμνησθε	low	"[""verb:μέμνησθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300565	1corintios	11	2	11:2	565	1corintios-11-2-P03	implicit-1S	παρέδωκα		"[""RAZÓN"", ""ACLARA""]"	unstable	implicit-1S — παρέδωκα	low	"[""verb:παρέδωκα"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:RAZÓN,ACLARA""]"	False
P1300566	1corintios	11	2	11:2	566	1corintios-11-2-P04	implicit-2P	κατέχετε		"[""ACLARA""]"	unstable	implicit-2P — κατέχετε	low	"[""verb:κατέχετε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300567	1corintios	11	3	11:3	567	1corintios-11-3-P01	implicit-1S	θέλω		"[""ACLARA""]"	transitioning	implicit-1S — θέλω	low	"[""verb:θέλω"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300568	1corintios	11	3	11:3	568	1corintios-11-3-P02	unknown	ἐστιν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300569	1corintios	11	4	11:4	569	1corintios-11-4-P01	implicit-3S	καταισχύνει		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	implicit-3S — καταισχύνει	low	"[""verb:καταισχύνει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300570	1corintios	11	5	11:5	570	1corintios-11-5-P01	implicit-3S	καταισχύνει		"[""EXPONE""]"	stable	implicit-3S — καταισχύνει	low	"[""verb:καταισχύνει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300571	1corintios	11	5	11:5	571	1corintios-11-5-P02	implicit-3S	ἐστιν		"[""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300572	1corintios	11	6	11:6	572	1corintios-11-6-P01	implicit-3S	κατακαλύπτεται		"[""EXPONE""]"	stable	implicit-3S — κατακαλύπτεται	low	"[""verb:κατακαλύπτεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300573	1corintios	11	6	11:6	573	1corintios-11-6-P02	implicit-3S	κειράσθω		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — κειράσθω	low	"[""verb:κειράσθω"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300574	1corintios	11	6	11:6	574	1corintios-11-6-P03	implicit-3S	κατακαλυπτέσθω		"[""EXPONE""]"	stable	implicit-3S — κατακαλυπτέσθω	low	"[""verb:κατακαλυπτέσθω"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300575	1corintios	11	7	11:7	575	1corintios-11-7-P01	implicit-3S	ὀφείλει		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ὀφείλει	low	"[""verb:ὀφείλει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300576	1corintios	11	7	11:7	576	1corintios-11-7-P02	unknown	ἐστιν		"[""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300577	1corintios	11	8	11:8	577	1corintios-11-8-P01	implicit-3S	ἐστιν		"[""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300578	1corintios	11	9	11:9	578	1corintios-11-9-P01	implicit-3S	ἐκτίσθη		"[""EXPONE""]"	stable	implicit-3S — ἐκτίσθη	low	"[""verb:ἐκτίσθη"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300579	1corintios	11	10	11:10	579	1corintios-11-10-P01	implicit-3S	ὀφείλει		"[""EXPONE""]"	stable	implicit-3S — ὀφείλει	low	"[""verb:ὀφείλει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300580	1corintios	11	13	11:13	580	1corintios-11-13-P01	implicit-2P	κρίνατε		"[""ACLARA""]"	transitioning	implicit-2P — κρίνατε	low	"[""verb:κρίνατε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300581	1corintios	11	13	11:13	581	1corintios-11-13-P02	implicit-3S	ἐστὶν		"[""ACLARA""]"	transitioning	implicit-3S — ἐστὶν	low	"[""verb:ἐστὶν"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300582	1corintios	11	14	11:14	582	1corintios-11-14-P01	unknown	διδάσκει		"[""EXPONE""]"	stable	sujeto no resuelto — διδάσκει	low	"[""verb:διδάσκει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300583	1corintios	11	14	11:14	583	1corintios-11-14-P02	implicit-3S	κομᾷ		"[""EXPONE""]"	stable	implicit-3S — κομᾷ	low	"[""verb:κομᾷ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300584	1corintios	11	14	11:14	584	1corintios-11-14-P03	unknown	ἐστιν		"[""RAZÓN"", ""ACLARA"", ""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,CONDICIÓN,EXPONE""]"	False
P1300585	1corintios	11	15	11:15	585	1corintios-11-15-P01	implicit-3S	κομᾷ		"[""EXPONE""]"	stable	implicit-3S — κομᾷ	low	"[""verb:κομᾷ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300586	1corintios	11	15	11:15	586	1corintios-11-15-P02	unknown	ἐστιν		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300587	1corintios	11	15	11:15	587	1corintios-11-15-P03	unknown	δέδοται		"[""EXPONE""]"	stable	sujeto no resuelto — δέδοται	low	"[""verb:δέδοται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300588	1corintios	11	16	11:16	588	1corintios-11-16-P01	unknown	δοκεῖ		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — δοκεῖ	low	"[""verb:δοκεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
