stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
403	1corintios	8	10	1corintios-8-10-P02	οἰκοδομηθήσεται	V-FPI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-8-9-P02	candidate	not_detected
404	1corintios	8	11	1corintios-8-11-P01	ἀπόλλυται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
405	1corintios	8	11	1corintios-8-11-P02	ἀπέθανεν	V-AAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-8-11-P01	candidate	not_detected
406	1corintios	8	12	1corintios-8-12-P01	ἁμαρτάνετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
407	1corintios	8	13	1corintios-8-13-P01	σκανδαλίζει	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
408	1corintios	8	13	1corintios-8-13-P02	φάγω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
409	1corintios	8	13	1corintios-8-13-P03	σκανδαλίσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
410	1corintios	9	1	1corintios-9-1-P01	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
411	1corintios	9	1	1corintios-9-1-P02	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
412	1corintios	9	1	1corintios-9-1-P03	ἑόρακα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
413	1corintios	9	1	1corintios-9-1-P04	ἐστε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
414	1corintios	9	2	1corintios-9-2-P01	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
415	1corintios	9	2	1corintios-9-2-P02	εἰμι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
416	1corintios	9	2	1corintios-9-2-P03	ἐστε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
417	1corintios	9	3	1corintios-9-3-P01	ἐστιν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-2-P03	candidate	not_detected
418	1corintios	9	4	1corintios-9-4-P01	ἔχομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
419	1corintios	9	5	1corintios-9-5-P01	ἔχομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
420	1corintios	9	6	1corintios-9-6-P01	ἔχομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
421	1corintios	9	7	1corintios-9-7-P01	στρατεύεται	V-PMI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-6-P01	candidate	not_detected
422	1corintios	9	7	1corintios-9-7-P02	φυτεύει	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-7-P01	candidate	not_detected
423	1corintios	9	7	1corintios-9-7-P03	ἐσθίει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
424	1corintios	9	7	1corintios-9-7-P04	ποιμαίνει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-7-P03	candidate	not_detected
425	1corintios	9	7	1corintios-9-7-P05	ἐσθίει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
426	1corintios	9	8	1corintios-9-8-P01	λαλῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
427	1corintios	9	8	1corintios-9-8-P02	λέγει	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-8-P01	candidate	not_detected
428	1corintios	9	9	1corintios-9-9-P01	γέγραπται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
429	1corintios	9	9	1corintios-9-9-P02	κημώσεις	V-FAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
430	1corintios	9	9	1corintios-9-9-P03	μέλει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
431	1corintios	9	10	1corintios-9-10-P01	λέγει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
432	1corintios	9	10	1corintios-9-10-P02	ἐγράφη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
433	1corintios	9	10	1corintios-9-10-P03	ὀφείλει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
434	1corintios	9	11	1corintios-9-11-P01	ἐσπείραμεν	V-AAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
435	1corintios	9	11	1corintios-9-11-P02	θερίσομεν	V-FAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
436	1corintios	9	12	1corintios-9-12-P01	μετέχουσιν	V-PAI-3P	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-11-P02	unresolved	candidate
437	1corintios	9	12	1corintios-9-12-P02	ἐχρησάμεθα	V-AMI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
438	1corintios	9	12	1corintios-9-12-P03	στέγομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
439	1corintios	9	12	1corintios-9-12-P04	δῶμεν	V-AAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
440	1corintios	9	13	1corintios-9-13-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
441	1corintios	9	13	1corintios-9-13-P02	ἐσθίουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
442	1corintios	9	13	1corintios-9-13-P03	συμμερίζονται	V-PMI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-13-P01	candidate	not_detected
443	1corintios	9	14	1corintios-9-14-P01	διέταξεν	V-AAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-13-P03	candidate	not_detected
444	1corintios	9	15	1corintios-9-15-P01	κέχρημαι	V-XMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
445	1corintios	9	15	1corintios-9-15-P02	ἔγραψα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
446	1corintios	9	15	1corintios-9-15-P03	γένηται	V-AMS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
447	1corintios	9	15	1corintios-9-15-P04	κενώσει	V-FAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-15-P02	candidate	not_detected
448	1corintios	9	16	1corintios-9-16-P01	εὐαγγελίζωμαι	V-PMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
449	1corintios	9	16	1corintios-9-16-P02	ἔστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
450	1corintios	9	16	1corintios-9-16-P03	ἐπίκειται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
451	1corintios	9	16	1corintios-9-16-P04	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
452	1corintios	9	16	1corintios-9-16-P05	εὐαγγελίσωμαι	V-AMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
453	1corintios	9	17	1corintios-9-17-P01	πράσσω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
454	1corintios	9	17	1corintios-9-17-P02	ἔχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
455	1corintios	9	17	1corintios-9-17-P03	πεπίστευμαι	V-XPI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
456	1corintios	9	18	1corintios-9-18-P01	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
457	1corintios	9	18	1corintios-9-18-P02	θήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
458	1corintios	9	19	1corintios-9-19-P01	ἐδούλωσα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
459	1corintios	9	19	1corintios-9-19-P02	κερδήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
460	1corintios	9	20	1corintios-9-20-P01	ἐγενόμην	V-AMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
461	1corintios	9	20	1corintios-9-20-P02	κερδήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
462	1corintios	9	20	1corintios-9-20-P03	κερδήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
463	1corintios	9	21	1corintios-9-21-P01	κερδάνω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
464	1corintios	9	22	1corintios-9-22-P01	ἐγενόμην	V-AMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
465	1corintios	9	22	1corintios-9-22-P02	κερδήσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
466	1corintios	9	22	1corintios-9-22-P03	γέγονα	V-XAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
467	1corintios	9	22	1corintios-9-22-P04	σώσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
468	1corintios	9	23	1corintios-9-23-P01	ποιῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
469	1corintios	9	23	1corintios-9-23-P02	γένωμαι	V-AMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
470	1corintios	9	24	1corintios-9-24-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
471	1corintios	9	24	1corintios-9-24-P02	τρέχουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
472	1corintios	9	24	1corintios-9-24-P03	λαμβάνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
473	1corintios	9	24	1corintios-9-24-P04	τρέχετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
474	1corintios	9	24	1corintios-9-24-P05	καταλάβητε	V-AAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
475	1corintios	9	25	1corintios-9-25-P01	ἐγκρατεύεται	V-PMI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-9-24-P04	candidate	not_detected
476	1corintios	9	25	1corintios-9-25-P02	λάβωσιν	V-AAS-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
477	1corintios	9	26	1corintios-9-26-P01	τρέχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
478	1corintios	9	26	1corintios-9-26-P02	πυκτεύω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
479	1corintios	9	27	1corintios-9-27-P01	ὑπωπιάζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
480	1corintios	9	27	1corintios-9-27-P02	δουλαγωγῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
481	1corintios	9	27	1corintios-9-27-P03	γένωμαι	V-AMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
482	1corintios	10	1	1corintios-10-1-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
483	1corintios	10	1	1corintios-10-1-P02	ἦσαν	V-IAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
484	1corintios	10	1	1corintios-10-1-P03	διῆλθον	V-AAI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-1-P01	candidate	not_detected
485	1corintios	10	2	1corintios-10-2-P01	ἐβαπτίσαντο	V-AMI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-1-P03	candidate	not_detected
486	1corintios	10	3	1corintios-10-3-P01	ἔφαγον	V-AAI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-2-P01	candidate	not_detected
487	1corintios	10	4	1corintios-10-4-P01	ἔπιον	V-AAI-3P	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-3-P01	candidate	not_detected
488	1corintios	10	4	1corintios-10-4-P02	ἔπινον	V-IAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
489	1corintios	10	4	1corintios-10-4-P03	ἦν	V-IAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
490	1corintios	10	5	1corintios-10-5-P01	ηὐδόκησεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
491	1corintios	10	5	1corintios-10-5-P02	κατεστρώθησαν	V-API-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
492	1corintios	10	6	1corintios-10-6-P01	ἐγενήθησαν	V-API-3P	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-5-P02	candidate	not_detected
493	1corintios	10	6	1corintios-10-6-P02	ἐπεθύμησαν	V-AAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
494	1corintios	10	7	1corintios-10-7-P01	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
495	1corintios	10	7	1corintios-10-7-P02	γέγραπται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
496	1corintios	10	7	1corintios-10-7-P03	ἐκάθισεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
497	1corintios	10	7	1corintios-10-7-P04	ἀνέστησαν	V-AAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
498	1corintios	10	8	1corintios-10-8-P01	πορνεύωμεν	V-PAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
499	1corintios	10	8	1corintios-10-8-P02	ἐπόρνευσαν	V-AAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
500	1corintios	10	8	1corintios-10-8-P03	ἔπεσαν	V-AAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
501	1corintios	10	9	1corintios-10-9-P01	ἐκπειράζωμεν	V-PAS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
502	1corintios	10	9	1corintios-10-9-P02	ἐπείρασαν	V-AAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
503	1corintios	10	9	1corintios-10-9-P03	ἀπώλλυντο	V-IPI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
