BOOK	CH	VS	G_IDX	TYPE	ID	GREEK	LEMMA	RMAC	FINITE	CONNECTOR_KIND	DEFAULT_RELATION	CERTAINTY
1corintios	3	9	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	9	03	verb	v1	ἐσμεν	εἰμί	V-PAI-1P	F			certain
1corintios	3	9	09	verb	v2	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	10	07	verb	v1	δοθεῖσάν	δίδωμι	V-APP	NF			certain
1corintios	3	10	09	connector	cn1	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	10	13	verb	v2	ἔθηκα	τίθημι	V-AAI-1S	F			certain
1corintios	3	10	15	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	10	16	verb	v3	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	F			certain
1corintios	3	10	18	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	10	19	verb	v4	βλεπέτω	βλέπω	V-PAD-3S	F			certain
1corintios	3	10	21	verb	v5	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	F			certain
1corintios	3	11	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	11	05	verb	v1	δύναται	δύναμαι	V-PMI-3S	F			certain
1corintios	3	11	06	verb	v2	θεῖναι	τίθημι	V-AAN	NF			certain
1corintios	3	11	09	verb	v3	κείμενον	κεῖμαι	V-PMP	NF			certain
1corintios	3	11	11	verb	v4	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	12	01	connector	cn1	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	3	12	02	connector	cn2	δέ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	12	04	verb	v1	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	F			certain
1corintios	3	13	05	verb	v1	γενήσεται	γίνομαι	V-FMI-3S	F			certain
1corintios	3	13	07	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	13	09	verb	v2	δηλώσει	δηλόω	V-FAI-3S	F			certain
1corintios	3	13	10	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	3	13	13	verb	v3	ἀποκαλύπτεται	ἀποκαλύπτω	V-PPI-3S	F			certain
1corintios	3	13	14	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	13	19	verb	v4	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	13	23	verb	v5	δοκιμάσει	δοκιμάζω	V-FAI-3S	F			certain
1corintios	3	14	01	connector	cn1	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	3	14	05	verb	v1	μενεῖ	μένω	V-FAI-3S	F			certain
1corintios	3	14	07	verb	v2	ἐποικοδόμησεν	ἐποικοδομέω	V-AAI-3S	F			certain
1corintios	3	14	09	verb	v3	λήμψεται	λαμβάνω	V-FMI-3S	F			certain
1corintios	3	15	01	connector	cn1	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	3	15	05	verb	v1	κατακαήσεται	κατακαίω	V-FPI-3S	F			certain
1corintios	3	15	06	verb	v2	ζημιωθήσεται	ζημιόω	V-FPI-3S	F			certain
1corintios	3	15	08	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	15	09	verb	v3	σωθήσεται	σῴζω	V-FPI-3S	F			certain
1corintios	3	15	11	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	15	12	connector	cn4	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	3	16	01	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	3	16	02	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	3	16	03	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	3	16	06	verb	v2	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	16	07	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	16	12	verb	v3	οἰκεῖ	οἰκέω	V-PAI-3S	F			certain
1corintios	3	17	01	connector	cn1	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	3	17	07	verb	v1	φθείρει	φθείρω	V-PAI-3S	F			certain
1corintios	3	17	08	verb	v2	φθερεῖ	φθείρω	V-FAI-3S	F			certain
1corintios	3	17	13	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	17	18	verb	v3	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	17	20	verb	v4	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	3	18	03	verb	v1	ἐξαπατάτω	ἐξαπατάω	V-PAD-3S	F			certain
1corintios	3	18	04	connector	cn1	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	3	18	06	verb	v2	δοκεῖ	δοκέω	V-PAI-3S	F			certain
1corintios	3	18	08	verb	v3	εἶναι	εἰμί	V-PAN	NF			certain
1corintios	3	18	16	verb	v4	γενέσθω	γίνομαι	V-AMD-3S	F			certain
1corintios	3	18	17	connector	cn2	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	3	18	18	verb	v5	γένηται	γίνομαι	V-AMS-3S	F			certain
1corintios	3	19	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	19	11	verb	v1	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	19	12	verb	v2	γέγραπται	γράφω	V-XPI-3S	F			certain
1corintios	3	19	13	connector	cn2	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	19	15	verb	v3	δρασσόμενος	δράσσομαι	V-PMP	NF			certain
1corintios	3	20	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	3	20	04	verb	v1	γινώσκει	γινώσκω	V-PAI-3S	F			certain
1corintios	3	20	09	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	3	20	10	verb	v2	εἰσὶν	εἰμί	V-PAI-3P	F			certain
1corintios	3	21	01	connector	cn1	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	3	21	03	verb	v1	καυχάσθω	καυχάομαι	V-PMD-3S	F			certain
1corintios	3	21	07	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	3	21	09	verb	v2	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	3	22	01	connector	cn1	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	03	connector	cn2	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	05	connector	cn3	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	07	connector	cn4	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	09	connector	cn5	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	11	connector	cn6	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	13	connector	cn7	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	14	verb	v1	ἐνεστῶτα	ἐνίστημι	V-XAP	NF			certain
1corintios	3	22	15	connector	cn8	εἴτε	εἴτε	CONJ		coordinating	alternative	certain
1corintios	3	22	16	verb	v2	μέλλοντα	μέλλω	V-PAP	NF			certain
1corintios	3	23	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	3	23	05	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	1	03	verb	v1	λογιζέσθω	λογίζομαι	V-PMD-3S	F			certain
1corintios	4	1	05	connector	cn1	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	1	08	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	2	03	verb	v1	ζητεῖται	ζητέω	V-PPI-3S	F			certain
1corintios	4	2	07	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	4	2	10	verb	v2	εὑρεθῇ	εὑρίσκω	V-APS-3S	F			certain
1corintios	4	3	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	3	05	verb	v1	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	4	3	06	connector	cn2	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	4	3	09	verb	v2	ἀνακριθῶ	ἀνακρίνω	V-APS-1S	F			certain
1corintios	4	3	10	connector	cn3	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	4	3	14	connector	cn4	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	3	15	connector	cn5	οὐδὲ	οὐδέ	D---------		coordinating	negative coordination	certain
1corintios	4	3	17	verb	v3	ἀνακρίνω	ἀνακρίνω	V-PAI-1S	F			certain
1corintios	4	4	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	4	04	verb	v1	σύνοιδα	σύνοιδα	V-XAI-1S	F			certain
1corintios	4	4	05	connector	cn2	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	4	06	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	4	4	09	verb	v2	δεδικαίωμαι	δικαιόω	V-XPI-1S	F			certain
1corintios	4	4	11	connector	cn4	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	4	12	verb	v3	ἀνακρίνων	ἀνακρίνω	V-PAP	NF			certain
1corintios	4	4	15	verb	v4	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	4	5	01	connector	cn1	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	4	5	02	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	4	5	06	verb	v1	κρίνετε	κρίνω	V-PAD-2P	F			certain
1corintios	4	5	07	connector	cn3	ἕως	ἕως	CONJ		subordinating	temporal	certain
1corintios	4	5	09	verb	v2	ἔλθῃ	ἔρχομαι	V-AAS-3S	F			certain
1corintios	4	5	13	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	5	14	verb	v3	φωτίσει	φωτίζω	V-FAI-3S	F			certain
1corintios	4	5	19	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	5	20	verb	v4	φανερώσει	φανερόω	V-FAI-3S	F			certain
1corintios	4	5	25	connector	cn6	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	5	29	verb	v5	γενήσεται	γίνομαι	V-FMI-3S	F			certain
1corintios	4	6	02	connector	cn1	δέ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	6	04	verb	v1	μετεσχημάτισα	μετασχηματίζω	V-AAI-1S	F			certain
1corintios	4	6	07	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	6	11	connector	cn3	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	4	6	14	verb	v2	μάθητε	μανθάνω	V-AAS-2P	F			certain
1corintios	4	6	16	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	4	6	19	verb	v3	γέγραπται	γράφω	V-XPI-3S	F			certain
1corintios	4	6	20	connector	cn5	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	4	6	21	connector	cn6	μὴ	μή	D---------		negation	negation	certain
1corintios	4	6	26	verb	v4	φυσιοῦσθε	φυσιόω	V-PPI-2P	F			certain
1corintios	4	7	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	7	04	verb	v1	διακρίνει	διακρίνω	V-PAI-3S	F			certain
1corintios	4	7	06	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	7	07	verb	v2	ἔχεις	ἔχω	V-PAI-2S	F			certain
1corintios	4	7	09	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	4	7	10	verb	v3	ἔλαβες	λαμβάνω	V-AAI-2S	F			certain
1corintios	4	7	11	connector	cn4	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	4	7	12	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	7	13	connector	cn6	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	4	7	14	verb	v4	ἔλαβες	λαμβάνω	V-AAI-2S	F			certain
1corintios	4	7	16	verb	v5	καυχᾶσαι	καυχάομαι	V-PMI-2S	F			certain
1corintios	4	7	17	connector	cn7	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	7	18	connector	cn8	μὴ	μή	D---------		negation	negation	certain
1corintios	4	7	19	verb	v6	λαβών	λαμβάνω	V-AAP	NF			certain
1corintios	4	8	02	verb	v1	κεκορεσμένοι	κορέννυμι	V-XPP	NF			certain
1corintios	4	8	03	verb	v2	ἐστέ	εἰμί	V-PAI-2P	F			certain
1corintios	4	8	05	verb	v3	ἐπλουτήσατε	πλουτέω	V-AAI-2P	F			certain
1corintios	4	8	08	verb	v4	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	F			certain
1corintios	4	8	09	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	8	12	verb	v5	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	F			certain
1corintios	4	8	13	connector	cn2	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	4	8	14	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	4	8	17	verb	v6	συμβασιλεύσωμεν	συμβασιλεύω	V-AAS-1P	F			certain
1corintios	4	9	01	verb	v1	δοκῶ	δοκέω	V-PAI-1S	F			certain
1corintios	4	9	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	9	09	verb	v2	ἀπέδειξεν	ἀποδείκνυμι	V-AAI-3S	F			certain
1corintios	4	9	10	connector	cn2	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	9	12	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	4	9	14	verb	v3	ἐγενήθημεν	γίνομαι	V-API-1P	F			certain
1corintios	4	9	17	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	9	19	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	10	06	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	10	13	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	10	18	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	11	05	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	11	06	verb	v1	πεινῶμεν	πεινάω	V-PAI-1P	F			certain
1corintios	4	11	07	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	11	08	verb	v2	διψῶμεν	διψάω	V-PAI-1P	F			certain
1corintios	4	11	09	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	11	10	verb	v3	γυμνιτεύομεν	γυμνιτεύω	V-PAI-1P	F			certain
1corintios	4	11	11	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	11	12	verb	v4	κολαφιζόμεθα	κολαφίζω	V-PPI-1P	F			certain
1corintios	4	11	13	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	11	14	verb	v5	ἀστατοῦμεν	ἀστατέω	V-PAI-1P	F			certain
1corintios	4	12	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	12	02	verb	v1	κοπιῶμεν	κοπιάω	V-PAI-1P	F			certain
1corintios	4	12	03	verb	v2	ἐργαζόμενοι	ἐργάζομαι	V-PMP	NF			certain
1corintios	4	12	07	verb	v3	λοιδορούμενοι	λοιδορέω	V-PPP	NF			certain
1corintios	4	12	08	verb	v4	εὐλογοῦμεν	εὐλογέω	V-PAI-1P	F			certain
1corintios	4	12	09	verb	v5	διωκόμενοι	διώκω	V-PPP	NF			certain
1corintios	4	12	10	verb	v6	ἀνεχόμεθα	ἀνέχομαι	V-PMI-1P	F			certain
1corintios	4	13	01	verb	v1	δυσφημούμενοι	δυσφημέω	V-PPP	NF			certain
1corintios	4	13	02	verb	v2	παρακαλοῦμεν	παρακαλέω	V-PAI-1P	F			certain
1corintios	4	13	03	connector	cn1	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	13	07	verb	v3	ἐγενήθημεν	γίνομαι	V-API-1P	F			certain
1corintios	4	13	10	connector	cn2	ἕως	ἕως	P---------		subordinating	temporal	certain
1corintios	4	14	01	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	4	14	02	verb	v1	ἐντρέπων	ἐντρέπω	V-PAP	NF			certain
1corintios	4	14	04	verb	v2	γράφω	γράφω	V-PAI-1S	F			certain
1corintios	4	14	06	connector	cn2	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	14	07	connector	cn3	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	14	11	verb	v3	νουθετῶν	νουθετέω	V-PAP	NF			certain
1corintios	4	15	01	connector	cn1	ἐὰν	ἐάν	CONJ		subordinating	condition	certain
1corintios	4	15	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	15	05	verb	v1	ἔχητε	ἔχω	V-PAS-2P	F			certain
1corintios	4	15	08	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	15	09	connector	cn4	οὐ	οὐ	D---------		negation	negation	certain
1corintios	4	15	13	connector	cn5	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	15	21	verb	v2	ἐγέννησα	γεννάω	V-AAI-1S	F			certain
1corintios	4	16	01	verb	v1	παρακαλῶ	παρακαλέω	V-PAI-1S	F			certain
1corintios	4	16	02	connector	cn1	οὖν	οὖν	CONJ		coordinating	inference	certain
1corintios	4	16	06	verb	v2	γίνεσθε	γίνομαι	V-PMD-2P	F			certain
1corintios	4	17	03	verb	v1	ἔπεμψα	πέμπω	V-AAI-1S	F			certain
1corintios	4	17	07	verb	v2	ἐστίν	εἰμί	V-PAI-3S	F			certain
1corintios	4	17	11	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	17	17	verb	v3	ἀναμνήσει	ἀναμιμνῄσκω	V-FAI-3S	F			certain
1corintios	4	17	25	connector	cn2	καθὼς	καθώς	CONJ		subordinating	comparison/manner	certain
1corintios	4	17	30	verb	v4	διδάσκω	διδάσκω	V-PAI-1S	F			certain
1corintios	4	18	01	connector	cn1	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	4	18	02	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	4	18	03	verb	v1	ἐρχομένου	ἔρχομαι	V-PMP	NF			certain
1corintios	4	18	04	connector	cn3	δέ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	18	08	verb	v2	ἐφυσιώθησάν	φυσιόω	V-API-3P	F			certain
1corintios	4	19	01	verb	v1	ἐλεύσομαι	ἔρχομαι	V-FMI-1S	F			certain
1corintios	4	19	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	4	19	06	connector	cn2	ἐὰν	ἐάν	CONJ		subordinating	condition	certain
1corintios	4	19	09	verb	v2	θελήσῃ	θέλω	V-AAS-3S	F			certain
1corintios	4	19	10	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	4	19	11	verb	v3	γνώσομαι	γινώσκω	V-FMI-1S	F			certain
1corintios	4	19	12	connector	cn4	οὐ	οὐ	D---------		negation	negation	certain
1corintios	4	19	16	verb	v4	πεφυσιωμένων	φυσιόω	V-XPP	NF			certain
1corintios	4	19	17	connector	cn5	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	20	01	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	4	20	02	connector	cn2	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	4	20	09	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	4	21	02	verb	v1	θέλετε	θέλω	V-PAI-2P	F			certain
1corintios	4	21	05	verb	v2	ἔλθω	ἔρχομαι	V-AAS-1S	F			certain
1corintios	4	21	08	connector	cn1	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	4	21	12	connector	cn2	τε	τέ	CONJ		coordinating	coordination	certain
1corintios	5	1	02	verb	v1	ἀκούεται	ἀκούω	V-PPI-3S	F			certain
1corintios	5	1	06	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	1	10	connector	cn2	οὐδὲ	οὐδέ	D---------		coordinating	negative coordination	certain
1corintios	5	1	14	connector	cn3	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	5	1	19	verb	v2	ἔχειν	ἔχω	V-PAN	NF			certain
1corintios	5	2	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	2	03	verb	v1	πεφυσιωμένοι	φυσιόω	V-XPP	NF			certain
1corintios	5	2	04	verb	v2	ἐστέ	εἰμί	V-PAI-2P	F			certain
1corintios	5	2	05	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
