movement_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	first_predication_id	last_predication_id
MR0324	324	1corintios	340	340	7:28	7:28	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-7-28-P03	1corintios-7-28-P03
MR0325	325	1corintios	341	341	7:28	7:28	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-7-28-P04	1corintios-7-28-P04
MR0326	326	1corintios	342	342	7:28	7:28	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-7-28-P05	1corintios-7-28-P05
MR0327	327	1corintios	343	343	7:28	7:28	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-7-28-P06	1corintios-7-28-P06
MR0328	328	1corintios	344	344	7:29	7:29	1	none	"{""none"": 1}"	{}	1corintios-7-29-P01	1corintios-7-29-P01
MR0329	329	1corintios	345	345	7:29	7:29	1	none	"{""none"": 1}"	{}	1corintios-7-29-P02	1corintios-7-29-P02
MR0330	330	1corintios	346	346	7:29	7:29	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-29-P03	1corintios-7-29-P03
MR0331	331	1corintios	347	347	7:31	7:31	1	none	"{""none"": 1}"	{}	1corintios-7-31-P01	1corintios-7-31-P01
MR0332	332	1corintios	348	348	7:32	7:32	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-7-32-P01	1corintios-7-32-P01
MR0333	333	1corintios	349	349	7:32	7:32	1	none	"{""none"": 1}"	{}	1corintios-7-32-P02	1corintios-7-32-P02
MR0334	334	1corintios	350	350	7:32	7:32	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-7-32-P03	1corintios-7-32-P03
MR0335	335	1corintios	351	351	7:33	7:33	1	none	"{""none"": 1}"	{}	1corintios-7-33-P01	1corintios-7-33-P01
MR0336	336	1corintios	352	352	7:33	7:33	1	none	"{""none"": 1}"	{}	1corintios-7-33-P02	1corintios-7-33-P02
MR0337	337	1corintios	353	353	7:34	7:34	1	none	"{""none"": 1}"	{}	1corintios-7-34-P01	1corintios-7-34-P01
MR0338	338	1corintios	354	354	7:34	7:34	1	none	"{""none"": 1}"	{}	1corintios-7-34-P02	1corintios-7-34-P02
MR0339	339	1corintios	355	355	7:34	7:34	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-34-P03	1corintios-7-34-P03
MR0340	340	1corintios	356	356	7:34	7:34	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-34-P04	1corintios-7-34-P04
MR0341	341	1corintios	357	357	7:34	7:34	1	none	"{""none"": 1}"	{}	1corintios-7-34-P05	1corintios-7-34-P05
MR0342	342	1corintios	358	358	7:35	7:35	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-7-35-P01	1corintios-7-35-P01
MR0343	343	1corintios	359	359	7:35	7:35	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-35-P02	1corintios-7-35-P02
MR0344	344	1corintios	360	360	7:36	7:36	1	none	"{""none"": 1}"	{}	1corintios-7-36-P01	1corintios-7-36-P01
MR0345	345	1corintios	361	361	7:36	7:36	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-7-36-P02	1corintios-7-36-P02
MR0346	346	1corintios	362	362	7:36	7:36	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-36-P03	1corintios-7-36-P03
MR0347	347	1corintios	363	363	7:36	7:36	1	none	"{""none"": 1}"	{}	1corintios-7-36-P04	1corintios-7-36-P04
MR0348	348	1corintios	364	364	7:36	7:36	1	none	"{""none"": 1}"	{}	1corintios-7-36-P05	1corintios-7-36-P05
MR0349	349	1corintios	365	365	7:36	7:36	1	none	"{""none"": 1}"	{}	1corintios-7-36-P06	1corintios-7-36-P06
MR0350	350	1corintios	366	366	7:36	7:36	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-7-36-P07	1corintios-7-36-P07
MR0351	351	1corintios	367	367	7:37	7:37	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-7-37-P01	1corintios-7-37-P01
MR0352	352	1corintios	368	368	7:37	7:37	1	none	"{""none"": 1}"	{}	1corintios-7-37-P02	1corintios-7-37-P02
MR0353	353	1corintios	369	369	7:37	7:37	1	none	"{""none"": 1}"	{}	1corintios-7-37-P03	1corintios-7-37-P03
MR0354	354	1corintios	370	370	7:37	7:37	1	none	"{""none"": 1}"	{}	1corintios-7-37-P04	1corintios-7-37-P04
MR0355	355	1corintios	371	371	7:38	7:38	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-38-P01	1corintios-7-38-P01
MR0356	356	1corintios	372	372	7:38	7:38	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-38-P02	1corintios-7-38-P02
MR0357	357	1corintios	373	373	7:39	7:39	1	none	"{""none"": 1}"	{}	1corintios-7-39-P01	1corintios-7-39-P01
MR0358	358	1corintios	374	374	7:39	7:39	1	none	"{""none"": 1}"	{}	1corintios-7-39-P02	1corintios-7-39-P02
MR0359	359	1corintios	375	375	7:39	7:39	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-39-P03	1corintios-7-39-P03
MR0360	360	1corintios	376	376	7:39	7:39	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-39-P04	1corintios-7-39-P04
MR0361	361	1corintios	377	377	7:39	7:39	1	none	"{""none"": 1}"	{}	1corintios-7-39-P05	1corintios-7-39-P05
MR0362	362	1corintios	378	378	7:40	7:40	1	none	"{""none"": 1}"	{}	1corintios-7-40-P01	1corintios-7-40-P01
MR0363	363	1corintios	379	379	7:40	7:40	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-7-40-P02	1corintios-7-40-P02
MR0364	364	1corintios	380	380	7:40	7:40	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-7-40-P03	1corintios-7-40-P03
MR0365	365	1corintios	381	381	8:1	8:1	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-8-1-P01	1corintios-8-1-P01
MR0366	366	1corintios	382	382	8:1	8:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-1-P02	1corintios-8-1-P02
MR0367	367	1corintios	383	383	8:1	8:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-1-P03	1corintios-8-1-P03
MR0368	368	1corintios	384	384	8:1	8:1	1	none	"{""none"": 1}"	{}	1corintios-8-1-P04	1corintios-8-1-P04
MR0369	369	1corintios	385	385	8:2	8:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-2-P01	1corintios-8-2-P01
MR0370	370	1corintios	386	386	8:2	8:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-8-2-P02	1corintios-8-2-P02
MR0371	371	1corintios	387	387	8:2	8:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-2-P03	1corintios-8-2-P03
MR0372	372	1corintios	388	388	8:3	8:3	1	none	"{""none"": 1}"	{}	1corintios-8-3-P01	1corintios-8-3-P01
MR0373	373	1corintios	389	389	8:3	8:3	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-3-P02	1corintios-8-3-P02
MR0374	374	1corintios	390	390	8:4	8:4	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-8-4-P01	1corintios-8-4-P01
MR0375	375	1corintios	391	391	8:5	8:5	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-8-5-P01	1corintios-8-5-P01
MR0376	376	1corintios	392	392	8:5	8:5	1	none	"{""none"": 1}"	{}	1corintios-8-5-P02	1corintios-8-5-P02
MR0377	377	1corintios	393	393	8:7	8:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-7-P01	1corintios-8-7-P01
MR0378	378	1corintios	394	394	8:7	8:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-7-P02	1corintios-8-7-P02
MR0379	379	1corintios	395	395	8:8	8:8	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-8-8-P01	1corintios-8-8-P01
MR0380	380	1corintios	396	396	8:8	8:8	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-8-8-P02	1corintios-8-8-P02
MR0381	381	1corintios	397	397	8:8	8:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-8-P03	1corintios-8-8-P03
MR0382	382	1corintios	398	398	8:8	8:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-8-P04	1corintios-8-8-P04
MR0383	383	1corintios	399	399	8:8	8:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-8-P05	1corintios-8-8-P05
MR0384	384	1corintios	400	400	8:9	8:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-8-9-P01	1corintios-8-9-P01
MR0385	385	1corintios	401	401	8:9	8:9	1	none	"{""none"": 1}"	{}	1corintios-8-9-P02	1corintios-8-9-P02
MR0386	386	1corintios	402	402	8:10	8:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-10-P01	1corintios-8-10-P01
MR0387	387	1corintios	403	403	8:10	8:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-10-P02	1corintios-8-10-P02
MR0388	388	1corintios	404	404	8:11	8:11	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-8-11-P01	1corintios-8-11-P01
MR0389	389	1corintios	405	405	8:11	8:11	1	none	"{""none"": 1}"	{}	1corintios-8-11-P02	1corintios-8-11-P02
MR0390	390	1corintios	406	406	8:12	8:12	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-8-12-P01	1corintios-8-12-P01
MR0391	391	1corintios	407	407	8:13	8:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-13-P01	1corintios-8-13-P01
MR0392	392	1corintios	408	408	8:13	8:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-13-P02	1corintios-8-13-P02
MR0393	393	1corintios	409	409	8:13	8:13	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-8-13-P03	1corintios-8-13-P03
MR0394	394	1corintios	410	410	9:1	9:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-1-P01	1corintios-9-1-P01
MR0395	395	1corintios	411	411	9:1	9:1	1	none	"{""none"": 1}"	{}	1corintios-9-1-P02	1corintios-9-1-P02
MR0396	396	1corintios	412	412	9:1	9:1	1	none	"{""none"": 1}"	{}	1corintios-9-1-P03	1corintios-9-1-P03
MR0397	397	1corintios	413	413	9:1	9:1	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-1-P04	1corintios-9-1-P04
MR0398	398	1corintios	414	414	9:2	9:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-2-P01	1corintios-9-2-P01
MR0399	399	1corintios	415	415	9:2	9:2	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-2-P02	1corintios-9-2-P02
MR0400	400	1corintios	416	416	9:2	9:2	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-2-P03	1corintios-9-2-P03
MR0401	401	1corintios	417	417	9:3	9:3	1	none	"{""none"": 1}"	{}	1corintios-9-3-P01	1corintios-9-3-P01
MR0402	402	1corintios	418	418	9:4	9:4	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-9-4-P01	1corintios-9-4-P01
MR0403	403	1corintios	419	419	9:5	9:5	1	none	"{""none"": 1}"	{}	1corintios-9-5-P01	1corintios-9-5-P01
MR0404	404	1corintios	420	420	9:6	9:6	1	none	"{""none"": 1}"	{}	1corintios-9-6-P01	1corintios-9-6-P01
MR0405	405	1corintios	421	421	9:7	9:7	1	none	"{""none"": 1}"	{}	1corintios-9-7-P01	1corintios-9-7-P01
MR0406	406	1corintios	422	422	9:7	9:7	1	none	"{""none"": 1}"	{}	1corintios-9-7-P02	1corintios-9-7-P02
MR0407	407	1corintios	423	423	9:7	9:7	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-7-P03	1corintios-9-7-P03
MR0408	408	1corintios	424	424	9:7	9:7	1	none	"{""none"": 1}"	{}	1corintios-9-7-P04	1corintios-9-7-P04
MR0409	409	1corintios	425	425	9:7	9:7	1	none	"{""none"": 1}"	{}	1corintios-9-7-P05	1corintios-9-7-P05
MR0410	410	1corintios	426	426	9:8	9:8	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-9-8-P01	1corintios-9-8-P01
MR0411	411	1corintios	427	427	9:8	9:8	1	none	"{""none"": 1}"	{}	1corintios-9-8-P02	1corintios-9-8-P02
MR0412	412	1corintios	428	428	9:9	9:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-9-9-P01	1corintios-9-9-P01
MR0413	413	1corintios	429	429	9:9	9:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-9-9-P02	1corintios-9-9-P02
MR0414	414	1corintios	430	430	9:9	9:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-9-9-P03	1corintios-9-9-P03
MR0415	415	1corintios	431	431	9:10	9:10	1	none	"{""none"": 1}"	{}	1corintios-9-10-P01	1corintios-9-10-P01
MR0416	416	1corintios	432	432	9:10	9:10	1	none	"{""none"": 1}"	{}	1corintios-9-10-P02	1corintios-9-10-P02
MR0417	417	1corintios	433	433	9:10	9:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-10-P03	1corintios-9-10-P03
MR0418	418	1corintios	434	434	9:11	9:11	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-11-P01	1corintios-9-11-P01
MR0419	419	1corintios	435	435	9:11	9:11	1	none	"{""none"": 1}"	{}	1corintios-9-11-P02	1corintios-9-11-P02
MR0420	420	1corintios	436	436	9:12	9:12	1	none	"{""none"": 1}"	{}	1corintios-9-12-P01	1corintios-9-12-P01
MR0421	421	1corintios	437	437	9:12	9:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-12-P02	1corintios-9-12-P02
MR0422	422	1corintios	438	438	9:12	9:12	1	none	"{""none"": 1}"	{}	1corintios-9-12-P03	1corintios-9-12-P03
MR0423	423	1corintios	439	439	9:12	9:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-12-P04	1corintios-9-12-P04
MR0424	424	1corintios	440	440	9:13	9:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-13-P01	1corintios-9-13-P01
MR0425	425	1corintios	441	441	9:13	9:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-13-P02	1corintios-9-13-P02
MR0426	426	1corintios	442	442	9:13	9:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-13-P03	1corintios-9-13-P03
MR0427	427	1corintios	443	443	9:14	9:14	1	none	"{""none"": 1}"	{}	1corintios-9-14-P01	1corintios-9-14-P01
MR0428	428	1corintios	444	444	9:15	9:15	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-15-P01	1corintios-9-15-P01
MR0429	429	1corintios	445	445	9:15	9:15	1	none	"{""none"": 1}"	{}	1corintios-9-15-P02	1corintios-9-15-P02
MR0430	430	1corintios	446	446	9:15	9:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-15-P03	1corintios-9-15-P03
MR0431	431	1corintios	447	447	9:15	9:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-15-P04	1corintios-9-15-P04
MR0432	432	1corintios	448	448	9:16	9:16	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-16-P01	1corintios-9-16-P01
MR0433	433	1corintios	449	449	9:16	9:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-16-P02	1corintios-9-16-P02
MR0434	434	1corintios	450	450	9:16	9:16	1	none	"{""none"": 1}"	{}	1corintios-9-16-P03	1corintios-9-16-P03
MR0435	435	1corintios	451	451	9:16	9:16	1	none	"{""none"": 1}"	{}	1corintios-9-16-P04	1corintios-9-16-P04
MR0436	436	1corintios	452	452	9:16	9:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-16-P05	1corintios-9-16-P05
MR0437	437	1corintios	453	453	9:17	9:17	1	none	"{""none"": 1}"	{}	1corintios-9-17-P01	1corintios-9-17-P01
MR0438	438	1corintios	454	454	9:17	9:17	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-17-P02	1corintios-9-17-P02
MR0439	439	1corintios	455	455	9:17	9:17	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-17-P03	1corintios-9-17-P03
MR0440	440	1corintios	456	456	9:18	9:18	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-18-P01	1corintios-9-18-P01
MR0441	441	1corintios	457	457	9:18	9:18	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-18-P02	1corintios-9-18-P02
MR0442	442	1corintios	458	458	9:19	9:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-19-P01	1corintios-9-19-P01
MR0443	443	1corintios	459	459	9:19	9:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-19-P02	1corintios-9-19-P02
MR0444	444	1corintios	460	460	9:20	9:20	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-20-P01	1corintios-9-20-P01
MR0445	445	1corintios	461	461	9:20	9:20	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-20-P02	1corintios-9-20-P02
MR0446	446	1corintios	462	462	9:20	9:20	1	none	"{""none"": 1}"	{}	1corintios-9-20-P03	1corintios-9-20-P03
MR0447	447	1corintios	463	463	9:21	9:21	1	none	"{""none"": 1}"	{}	1corintios-9-21-P01	1corintios-9-21-P01
MR0448	448	1corintios	464	464	9:22	9:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-22-P01	1corintios-9-22-P01
MR0449	449	1corintios	465	465	9:22	9:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-22-P02	1corintios-9-22-P02
MR0450	450	1corintios	466	466	9:22	9:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-22-P03	1corintios-9-22-P03
MR0451	451	1corintios	467	467	9:22	9:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-22-P04	1corintios-9-22-P04
MR0452	452	1corintios	468	468	9:23	9:23	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-23-P01	1corintios-9-23-P01
MR0453	453	1corintios	469	469	9:23	9:23	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-23-P02	1corintios-9-23-P02
MR0454	454	1corintios	470	470	9:24	9:24	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-24-P01	1corintios-9-24-P01
MR0455	455	1corintios	471	471	9:24	9:24	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-24-P02	1corintios-9-24-P02
MR0456	456	1corintios	472	472	9:24	9:24	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-9-24-P03	1corintios-9-24-P03
MR0457	457	1corintios	473	473	9:24	9:24	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-9-24-P04	1corintios-9-24-P04
MR0458	458	1corintios	474	474	9:24	9:24	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-24-P05	1corintios-9-24-P05
MR0459	459	1corintios	475	475	9:25	9:25	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-25-P01	1corintios-9-25-P01
MR0460	460	1corintios	476	476	9:25	9:25	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-25-P02	1corintios-9-25-P02
MR0461	461	1corintios	477	477	9:26	9:26	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-9-26-P01	1corintios-9-26-P01
MR0462	462	1corintios	478	478	9:26	9:26	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-26-P02	1corintios-9-26-P02
MR0463	463	1corintios	479	479	9:27	9:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-9-27-P01	1corintios-9-27-P01
MR0464	464	1corintios	480	480	9:27	9:27	1	none	"{""none"": 1}"	{}	1corintios-9-27-P02	1corintios-9-27-P02
MR0465	465	1corintios	481	481	9:27	9:27	1	none	"{""none"": 1}"	{}	1corintios-9-27-P03	1corintios-9-27-P03
MR0466	466	1corintios	482	482	10:1	10:1	1	none	"{""none"": 1}"	{}	1corintios-10-1-P01	1corintios-10-1-P01
MR0467	467	1corintios	483	483	10:1	10:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-1-P02	1corintios-10-1-P02
MR0468	468	1corintios	484	484	10:1	10:1	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-1-P03	1corintios-10-1-P03
MR0469	469	1corintios	485	485	10:2	10:2	1	none	"{""none"": 1}"	{}	1corintios-10-2-P01	1corintios-10-2-P01
MR0470	470	1corintios	486	486	10:3	10:3	1	none	"{""none"": 1}"	{}	1corintios-10-3-P01	1corintios-10-3-P01
MR0471	471	1corintios	487	487	10:4	10:4	1	none	"{""none"": 1}"	{}	1corintios-10-4-P01	1corintios-10-4-P01
MR0472	472	1corintios	488	488	10:4	10:4	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-10-4-P02	1corintios-10-4-P02
MR0473	473	1corintios	489	489	10:4	10:4	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-10-4-P03	1corintios-10-4-P03
MR0474	474	1corintios	490	490	10:5	10:5	1	none	"{""none"": 1}"	{}	1corintios-10-5-P01	1corintios-10-5-P01
MR0475	475	1corintios	491	491	10:5	10:5	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-10-5-P02	1corintios-10-5-P02
MR0476	476	1corintios	492	492	10:6	10:6	1	none	"{""none"": 1}"	{}	1corintios-10-6-P01	1corintios-10-6-P01
MR0477	477	1corintios	493	493	10:6	10:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-6-P02	1corintios-10-6-P02
MR0478	478	1corintios	494	494	10:7	10:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-7-P01	1corintios-10-7-P01
MR0479	479	1corintios	495	495	10:7	10:7	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-10-7-P02	1corintios-10-7-P02
MR0480	480	1corintios	496	496	10:7	10:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-7-P03	1corintios-10-7-P03
MR0481	481	1corintios	497	497	10:7	10:7	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-10-7-P04	1corintios-10-7-P04
MR0482	482	1corintios	498	498	10:8	10:8	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-8-P01	1corintios-10-8-P01
MR0483	483	1corintios	499	499	10:8	10:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-8-P02	1corintios-10-8-P02
MR0484	484	1corintios	500	500	10:8	10:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-8-P03	1corintios-10-8-P03
MR0485	485	1corintios	501	501	10:9	10:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-10-9-P01	1corintios-10-9-P01
MR0486	486	1corintios	502	502	10:9	10:9	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-9-P02	1corintios-10-9-P02
MR0487	487	1corintios	503	503	10:9	10:9	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-10-9-P03	1corintios-10-9-P03
