stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons	movement_class	movement_class_source	structural_weight	regime_capable
343	1corintios	7	28	1corintios-7-28-P06	1corintios-7-28-P05	φείδομαι	V-PMI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
344	1corintios	7	29	1corintios-7-29-P01	1corintios-7-28-P06	φημι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
345	1corintios	7	29	1corintios-7-29-P02	1corintios-7-29-P01	ἐστίν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
346	1corintios	7	29	1corintios-7-29-P03	1corintios-7-29-P02	ὦσιν	V-PAS-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
347	1corintios	7	31	1corintios-7-31-P01	1corintios-7-29-P03	παράγει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
348	1corintios	7	32	1corintios-7-32-P01	1corintios-7-31-P01	θέλω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
349	1corintios	7	32	1corintios-7-32-P02	1corintios-7-32-P01	μεριμνᾷ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
350	1corintios	7	32	1corintios-7-32-P03	1corintios-7-32-P02	ἀρέσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
351	1corintios	7	33	1corintios-7-33-P01	1corintios-7-32-P03	μεριμνᾷ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
352	1corintios	7	33	1corintios-7-33-P02	1corintios-7-33-P01	ἀρέσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
353	1corintios	7	34	1corintios-7-34-P01	1corintios-7-33-P02	μεμέρισται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
354	1corintios	7	34	1corintios-7-34-P02	1corintios-7-34-P01	μεριμνᾷ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
355	1corintios	7	34	1corintios-7-34-P03	1corintios-7-34-P02	ᾖ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
356	1corintios	7	34	1corintios-7-34-P04	1corintios-7-34-P03	μεριμνᾷ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
357	1corintios	7	34	1corintios-7-34-P05	1corintios-7-34-P04	ἀρέσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
358	1corintios	7	35	1corintios-7-35-P01	1corintios-7-34-P05	λέγω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
359	1corintios	7	35	1corintios-7-35-P02	1corintios-7-35-P01	ἐπιβάλω	V-AAS-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
360	1corintios	7	36	1corintios-7-36-P01	1corintios-7-35-P02	νομίζει	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
361	1corintios	7	36	1corintios-7-36-P02	1corintios-7-36-P01	ᾖ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
362	1corintios	7	36	1corintios-7-36-P03	1corintios-7-36-P02	ὀφείλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
363	1corintios	7	36	1corintios-7-36-P04	1corintios-7-36-P03	θέλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
364	1corintios	7	36	1corintios-7-36-P05	1corintios-7-36-P04	ποιείτω	V-PAD-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
365	1corintios	7	36	1corintios-7-36-P06	1corintios-7-36-P05	ἁμαρτάνει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
366	1corintios	7	36	1corintios-7-36-P07	1corintios-7-36-P06	γαμείτωσαν	V-PAD-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
367	1corintios	7	37	1corintios-7-37-P01	1corintios-7-36-P07	ἕστηκεν	V-XAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
368	1corintios	7	37	1corintios-7-37-P02	1corintios-7-37-P01	ἔχει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
369	1corintios	7	37	1corintios-7-37-P03	1corintios-7-37-P02	κέκρικεν	V-XAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
370	1corintios	7	37	1corintios-7-37-P04	1corintios-7-37-P03	ποιήσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
371	1corintios	7	38	1corintios-7-38-P01	1corintios-7-37-P04	ποιεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
372	1corintios	7	38	1corintios-7-38-P02	1corintios-7-38-P01	ποιήσει	V-FAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
373	1corintios	7	39	1corintios-7-39-P01	1corintios-7-38-P02	δέδεται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
374	1corintios	7	39	1corintios-7-39-P02	1corintios-7-39-P01	ζῇ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
375	1corintios	7	39	1corintios-7-39-P03	1corintios-7-39-P02	κοιμηθῇ	V-APS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
376	1corintios	7	39	1corintios-7-39-P04	1corintios-7-39-P03	ἐστὶν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
377	1corintios	7	39	1corintios-7-39-P05	1corintios-7-39-P04	θέλει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
378	1corintios	7	40	1corintios-7-40-P01	1corintios-7-39-P05	ἐστιν	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
379	1corintios	7	40	1corintios-7-40-P02	1corintios-7-40-P01	μείνῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
380	1corintios	7	40	1corintios-7-40-P03	1corintios-7-40-P02	δοκῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
381	1corintios	8	1	1corintios-8-1-P01	1corintios-7-40-P03	οἴδαμεν	V-XAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
382	1corintios	8	1	1corintios-8-1-P02	1corintios-8-1-P01	ἔχομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
383	1corintios	8	1	1corintios-8-1-P03	1corintios-8-1-P02	φυσιοῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
384	1corintios	8	1	1corintios-8-1-P04	1corintios-8-1-P03	οἰκοδομεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
385	1corintios	8	2	1corintios-8-2-P01	1corintios-8-1-P04	δοκεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
386	1corintios	8	2	1corintios-8-2-P02	1corintios-8-2-P01	ἔγνω	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
387	1corintios	8	2	1corintios-8-2-P03	1corintios-8-2-P02	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
388	1corintios	8	3	1corintios-8-3-P01	1corintios-8-2-P03	ἀγαπᾷ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
389	1corintios	8	3	1corintios-8-3-P02	1corintios-8-3-P01	ἔγνωσται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
390	1corintios	8	4	1corintios-8-4-P01	1corintios-8-3-P02	οἴδαμεν	V-XAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
391	1corintios	8	5	1corintios-8-5-P01	1corintios-8-4-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
392	1corintios	8	5	1corintios-8-5-P02	1corintios-8-5-P01	εἰσὶν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
393	1corintios	8	7	1corintios-8-7-P01	1corintios-8-5-P02	ἐσθίουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
394	1corintios	8	7	1corintios-8-7-P02	1corintios-8-7-P01	μολύνεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
395	1corintios	8	8	1corintios-8-8-P01	1corintios-8-7-P02	παραστήσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
396	1corintios	8	8	1corintios-8-8-P02	1corintios-8-8-P01	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
397	1corintios	8	8	1corintios-8-8-P03	1corintios-8-8-P02	περισσεύομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
398	1corintios	8	8	1corintios-8-8-P04	1corintios-8-8-P03	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
399	1corintios	8	8	1corintios-8-8-P05	1corintios-8-8-P04	ὑστερούμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
